datum,kraj,disciplina,mesto
16-03-2016,St. Moritz,Downhill,1
13-03-2016,Lenzerheide,Alpine combined,20
12-03-2016,Lenzerheide,Super G,29
28-02-2016,Soldeu- El Tarter,Alpine combined,22
27-02-2016,Soldeu- El Tarter,Super G,25
21-02-2016,La Thuile,Super G,22
20-02-2016,La Thuile,Downhill,34
19-02-2016,La Thuile,Downhill,15
07-02-2016,Garmisch Partenkirchen,Super G,25
06-02-2016,Garmisch Partenkirchen,Downhill,33
24-01-2016,Cortina d'Ampezzo,Super G,24
23-01-2016,Cortina d'Ampezzo,Downhill,9
10-01-2016,Altenmarkt-Zauchensee,Super G,25
09-01-2016,Altenmarkt-Zauchensee,Downhill,DNF2
19-12-2015,Val d'Is̬re,Downhill,8
18-12-2015,Val d'Is̬re,Alpine combined,19
06-12-2015,Lake Louise,Super G,21
05-12-2015,Lake Louise,Downhill,14
04-12-2015,Lake Louise,Downhill,16
19-03-2015,Meribel,Super G,18
08-03-2015,Garmisch Partenkirchen,Super G,27
07-03-2015,Garmisch Partenkirchen,Downhill,19
02-03-2015,Bansko,Super G,24
01-03-2015,Bansko,Alpine combined,21
25-01-2015,St.Moritz,Super G,15
24-01-2015,St.Moritz,Downhill,13
19-01-2015,Cortina d'Ampezzo,Super G,DNF1
18-01-2015,Cortina d'Ampezzo,Downhill,36
16-01-2015,Cortina d'Ampezzo,Downhill,30
21-12-2014,Val d Isere,Super G,17
20-12-2014,Val d Isere,Downhill,16
07-12-2014,Lake Louise,Super G,14
06-12-2014,Lake Louise,Downhill,24
05-12-2014,Lake Louise,Downhill,19
02-03-2014,Crans Montana,Downhill,28
12-01-2014,Altenmarkt / Zauchensee,Super Combined,22
11-01-2014,Altenmarkt / Zauchensee,Downhill,24
22-12-2013,Val d'Isere,Giant Slalom,DNQ1
21-12-2013,Val d'Isere,Downhill,29
15-12-2013,St. Moritz,Giant Slalom,DNF1
07-12-2013,Lake Louise,Downhill,34
01-12-2013,Beaver Creek,Giant Slalom,DNQ1
29-11-2013,Beaver Creek,Downhill,34
12-01-2013,St. Anton,Downhill,47
