datum,kraj,disciplina,mesto,zaostanek
06-03-2016,Kranjska Gora,Slalom,DNF1,
05-03-2016,Kranjska Gora,Giant Slalom,DNF1,
04-03-2016,Kranjska Gora,Giant Slalom,DNQ1,
28-02-2016,Hinterstoder,Giant Slalom,DNQ1,
26-02-2016,Hinterstoder,Giant Slalom,DNQ1,
14-02-2016,Yuzawa Naeba,Slalom,25,17.59
13-02-2016,Yuzawa Naeba,Giant Slalom,DNQ1,
26-01-2016,Schladming,Slalom,DSQ1,
24-01-2016,Kitzbuehel,Slalom,DNQ1,
10-01-2016,Adelboden,Slalom,DNF1,
06-01-2016,Santa Caterina Valfurva,Slalom,DNF1,
22-12-2015,Madonna di Campiglio,Slalom,DNF1,
20-12-2015,Alta Badia,Giant Slalom,DNQ1,
13-12-2015,Val d'Is̬re,Slalom,DNF1,
12-12-2015,Val d'Is̬re,Giant Slalom,DNF1,
06-12-2015,Beaver Creek,Giant Slalom,24,21.71
25-10-2015,Soelden,Giant Slalom,19,27.18
14-03-2015,Kranjska Gora,Giant Slalom,DNQ1,
01-03-2015,Garmisch Partenkirchen,Giant Slalom,21,32.90
27-01-2015,Schladming,Slalom,DNQ1,
09-03-2013,Kranjska Gora,Giant Slalom,DNF1,
24-02-2013,Garmisch-Partenkirchen,Giant Slalom,DNQ1,
25-01-2011,Schladming,Slalom,DNF1,
