datum,kraj,disciplina,mesto
20-03-2016,St. Moritz,Slalom,22
06-03-2016,Kranjska Gora,Slalom,22
14-02-2016,Yuzawa Naeba,Slalom,DNF1
26-01-2016,Schladming,Slalom,20
24-01-2016,Kitzbuehel,Slalom,DNF1
17-01-2016,Wengen,Slalom,4
10-01-2016,Adelboden,Slalom,18
06-01-2016,Santa Caterina Valfurva,Slalom,17
22-12-2015,Madonna di Campiglio,Slalom,19
13-12-2015,Val d'Is̬re,Slalom,DNF1
22-03-2015,Meribel,Slalom,17
15-03-2015,Kranjska Gora,Slalom,DNF1
27-01-2015,Schladming,Slalom,DNQ1
25-01-2015,Kitzbuehel,Slalom,24
17-01-2015,Wengen,Slalom,DNF1
11-01-2015,Adelboden,Slalom,DNF2
06-01-2015,Zagreb,Slalom,11
22-12-2014,Madonna di Campiglio,Slalom,3
14-12-2014,Are,Slalom,8
16-11-2014,Levi,Slalom,DNQ1
17-03-2013,Lenzerheide,Slalom,DNF2
10-03-2013,Kranjska Gora,Slalom,4
29-01-2013,City Event Moscow,City Event,5
27-01-2013,Kitzbuehel,Slalom,10
20-01-2013,Wengen,Slalom,23
13-01-2013,Adelboden,Slalom,DNF1
06-01-2013,Zagreb,Slalom,26
01-01-2013,City Event Munich,City Event,5
18-12-2012,Madonna di Campiglio,Slalom,DNQ1
08-12-2012,Val d'Isere,Slalom,5
11-11-2012,Levi,Slalom,3
28-10-2012,Soelden,Giant Slalom,DNF1
18-03-2012,Schladming,Slalom,8
11-03-2012,Kranjska Gora,Slalom,11
19-02-2012,Bansko,Slalom,DNF2
24-01-2012,Schladming,Slalom,7
22-01-2012,Kitzbuehel,Slalom,5
15-01-2012,Wengen,Slalom,10
08-01-2012,Adelboden,Slalom,DNF2
05-01-2012,Zagreb,Slalom,9
21-12-2011,Flachau,Slalom,8
19-12-2011,Alta Badia,Slalom,DNF1
08-12-2011,Beaver Creek,Slalom,14
19-03-2011,Lenzerheide,Slalom,DSQ2
06-03-2011,Kranjska Gora,Slalom,14
27-02-2011,Bansko,Slalom,8
25-01-2011,Schladming,Slalom,7
23-01-2011,Kitzbuehel,Slalom,22
16-01-2011,Wengen,Slalom,25
09-01-2011,Adelboden,Slalom,9
06-01-2011,Zagreb,Slalom,17
12-12-2010,Val d'Isere,Slalom,14
14-11-2010,Levi,Slalom,20
31-01-2010,Kranjska Gora,Slalom,15
26-01-2010,Schladming,Slalom,DNQ1
24-01-2010,Kitzbuehel,Slalom,DNF1
17-01-2010,Wengen,Slalom,DNF1
10-01-2010,Adelboden,Slalom,DNF2
06-01-2010,Zagreb,Slalom,29
21-12-2009,Alta Badia,Slalom,13
11-12-2009,Val d'Isere,Super Combined,DNF1
15-11-2009,Levi,Slalom,DNQ1
