datum,kraj,disciplina,mesto,zaostanek
05-03-2016,Kranjska Gora,Giant Slalom,DNF1,
04-03-2016,Kranjska Gora,Giant Slalom,DNQ1,
28-02-2016,Hinterstoder,Giant Slalom,DNQ1,
26-02-2016,Hinterstoder,Giant Slalom,DNQ1,
13-02-2016,Yuzawa Naeba,Giant Slalom,DNQ1,
20-12-2015,Alta Badia,Giant Slalom,DNQ1,
12-12-2015,Val d'Is̬re,Giant Slalom,26,29.36
06-12-2015,Beaver Creek,Giant Slalom,DNF1,
25-10-2015,Soelden,Giant Slalom,DNQ1,
14-03-2015,Kranjska Gora,Giant Slalom,19,26.22
01-03-2015,Garmisch Partenkirchen,Giant Slalom,DNQ1,
10-01-2015,Adelboden,Giant Slalom,DNQ1,
21-12-2014,Alta Badia,Giant Slalom,DNF1,
12-12-2014,Are,Giant Slalom,17,30.67
07-12-2014,Beaver Creek,Giant Slalom,13,9.16
26-10-2014,Soelden,Giant Slalom,DNQ1,
08-03-2014,Kranjska Gora,Giant Slalom,DNF2,
02-02-2014,St. Moritz,Giant Slalom,DNF1,
11-01-2014,Adelboden,Giant Slalom,DNF1,
22-12-2013,Alta Badia,Giant Slalom,DNQ1,
14-12-2013,Val d'Isere,Giant Slalom,DNF1,
27-10-2013,Soelden,Giant Slalom,DNQ1,
13-01-2013,Adelboden,Slalom,DNS1,
12-01-2013,Adelboden,Giant Slalom,DNQ1,
16-12-2012,Alta Badia,Giant Slalom,DNQ1,
11-11-2012,Levi,Slalom,DNF1,
10-03-2012,Kranjska Gora,Giant Slalom,DNQ1,
05-03-2011,Kranjska Gora,Giant Slalom,DNF1,
20-12-2009,Alta Badia,Giant Slalom,DNF1,
