datum,kraj,disciplina,mesto
20-03-2016,St. Moritz,Slalom,18
19-03-2016,St. Moritz,Giant Slalom,17
06-03-2016,Kranjska Gora,Slalom,4
05-03-2016,Kranjska Gora,Giant Slalom,15
04-03-2016,Kranjska Gora,Giant Slalom,22
28-02-2016,Hinterstoder,Giant Slalom,21
26-02-2016,Hinterstoder,Giant Slalom,19
23-02-2016,Stockholm,City Event,9
14-02-2016,Yuzawa Naeba,Slalom,4
13-02-2016,Yuzawa Naeba,Giant Slalom,7
26-01-2016,Schladming,Slalom,5
24-01-2016,Kitzbuehel,Slalom,3
17-01-2016,Wengen,Slalom,DNQ1
10-01-2016,Adelboden,Slalom,9
06-01-2016,Santa Caterina Valfurva,Slalom,4
22-12-2015,Madonna di Campiglio,Slalom,6
21-12-2015,Alta Badia,Parallel Giant Slalom,27
20-12-2015,Alta Badia,Giant Slalom,17
13-12-2015,Val d'Is̬re,Slalom,DNF1
12-12-2015,Val d'Is̬re,Giant Slalom,14
06-12-2015,Beaver Creek,Giant Slalom,17
25-10-2015,Soelden,Giant Slalom,20
22-03-2015,Meribel,Slalom,10
21-03-2015,Meribel,Giant Slalom,2
15-03-2015,Kranjska Gora,Slalom,10
14-03-2015,Kranjska Gora,Giant Slalom,27
01-03-2015,Garmisch Partenkirchen,Giant Slalom,11
27-01-2015,Schladming,Slalom,4
25-01-2015,Kitzbuehel,Slalom,5
17-01-2015,Wengen,Slalom,7
11-01-2015,Adelboden,Slalom,2
10-01-2015,Adelboden,Giant Slalom,4
06-01-2015,Zagreb,Slalom,8
22-12-2014,Madonna di Campiglio,Slalom,2
21-12-2014,Alta Badia,Giant Slalom,8
14-12-2014,Are,Slalom,7
12-12-2014,Are,Giant Slalom,4
07-12-2014,Beaver Creek,Giant Slalom,10
16-11-2014,Levi,Slalom,6
26-10-2014,Soelden,Giant Slalom,2
16-03-2014,Lenzerheide,Slalom,DNF1
15-03-2014,Lenzerheide,Giant Slalom,6
09-03-2014,Kranjska Gora,Slalom,2
08-03-2014,Kranjska Gora,Giant Slalom,5
02-02-2014,St. Moritz,Giant Slalom,8
28-01-2014,Schladming,Slalom,4
24-01-2014,Kitzbuehel,Slalom,10
19-01-2014,Wengen,Slalom,7
12-01-2014,Adelboden,Slalom,14
11-01-2014,Adelboden,Giant Slalom,19
06-01-2014,Bormio,Slalom,8
22-12-2013,Alta Badia,Giant Slalom,4
15-12-2013,Val d'Isere,Slalom,22
14-12-2013,Val d'Isere,Giant Slalom,10
08-12-2013,Beaver Creek,Giant Slalom,16
17-11-2013,Levi,Slalom,12
27-10-2013,Soelden,Giant Slalom,21
17-03-2013,Lenzerheide,Slalom,13
16-03-2013,Lenzerheide,Giant Slalom,15
10-03-2013,Kranjska Gora,Slalom,10
09-03-2013,Kranjska Gora,Giant Slalom,DNF2
24-02-2013,Garmisch-Partenkirchen,Giant Slalom,DNF2
29-01-2013,City Event Moscow,City Event,5
27-01-2013,Kitzbuehel,Slalom,7
20-01-2013,Wengen,Slalom,6
13-01-2013,Adelboden,Slalom,8
12-01-2013,Adelboden,Giant Slalom,2
06-01-2013,Zagreb,Slalom,11
01-01-2013,City Event Munich,City Event,5
18-12-2012,Madonna di Campiglio,Slalom,22
16-12-2012,Alta Badia,Giant Slalom,4
09-12-2012,Val d'Isere,Giant Slalom,DNF1
08-12-2012,Val d'Isere,Slalom,10
02-12-2012,Beaver Creek,Giant Slalom,7
11-11-2012,Levi,Slalom,16
28-10-2012,Soelden,Giant Slalom,DNF2
18-03-2012,Schladming,Slalom,4
17-03-2012,Schladming,Giant Slalom,DNF2
11-03-2012,Kranjska Gora,Slalom,24
10-03-2012,Kranjska Gora,Giant Slalom,7
26-02-2012,Crans Montana,Giant Slalom,8
19-02-2012,Bansko,Slalom,4
18-02-2012,Bansko,Giant Slalom,20
24-01-2012,Schladming,Slalom,DNF2
22-01-2012,Kitzbuehel,Slalom,9
