datum,kraj,disciplina,mesto
19-03-2016,St. Moritz,Giant Slalom,DNF2
06-03-2016,Kranjska Gora,Slalom,DNQ1
05-03-2016,Kranjska Gora,Giant Slalom,19
04-03-2016,Kranjska Gora,Giant Slalom,16
28-02-2016,Hinterstoder,Giant Slalom,10
27-02-2016,Hinterstoder,Super G,24
26-02-2016,Hinterstoder,Giant Slalom,17
19-02-2016,Chamonix,Alpine combined,8
14-02-2016,Yuzawa Naeba,Slalom,DNF1
13-02-2016,Yuzawa Naeba,Giant Slalom,14
26-01-2016,Schladming,Slalom,DNQ1
24-01-2016,Kitzbuehel,Slalom,DNF1
22-01-2016,Kitzbuehel,Alpine combined,10
22-01-2016,Kitzbuehel,Super G,44
17-01-2016,Wengen,Slalom,DSQ1
10-01-2016,Adelboden,Slalom,17
06-01-2016,Santa Caterina Valfurva,Slalom,23
22-12-2015,Madonna di Campiglio,Slalom,27
21-12-2015,Alta Badia,Parallel Giant Slalom,14
20-12-2015,Alta Badia,Giant Slalom,24
13-12-2015,Val d'Is̬re,Slalom,13
12-12-2015,Val d'Is̬re,Giant Slalom,22
06-12-2015,Beaver Creek,Giant Slalom,8
05-12-2015,Beaver Creek,Super G,24
25-10-2015,Soelden,Giant Slalom,DNQ1
15-03-2015,Kranjska Gora,Slalom,DNQ1
14-03-2015,Kranjska Gora,Giant Slalom,DNQ1
01-03-2015,Garmisch Partenkirchen,Giant Slalom,DNQ1
27-01-2015,Schladming,Slalom,DNQ1
25-01-2015,Kitzbuehel,Slalom,DNQ1
17-01-2015,Wengen,Slalom,DNF1
11-01-2015,Adelboden,Slalom,DNF1
10-01-2015,Adelboden,Giant Slalom,DNQ1
06-01-2015,Zagreb,Slalom,DNF1
22-12-2014,Madonna di Campiglio,Slalom,DNQ1
14-12-2014,Are,Slalom,DNQ1
12-12-2014,Are,Giant Slalom,DNQ1
16-11-2014,Levi,Slalom,17
09-03-2014,Kranjska Gora,Slalom,DNF1
28-01-2014,Schladming,Slalom,26
24-01-2014,Kitzbuehel,Slalom,DNQ1
19-01-2014,Wengen,Slalom,DNQ1
12-01-2014,Adelboden,Slalom,DNQ1
06-01-2014,Bormio,Slalom,DNF1
15-12-2013,Val d'Isere,Slalom,DNF1
17-11-2013,Levi,Slalom,DNF1
10-03-2013,Kranjska Gora,Slalom,19
13-01-2013,Adelboden,Slalom,DNF1
06-01-2013,Zagreb,Slalom,DNF1
18-12-2012,Madonna di Campiglio,Slalom,DNF1
08-12-2012,Val d'Isere,Slalom,DNQ1
11-11-2012,Levi,Slalom,DNQ1
11-03-2012,Kranjska Gora,Slalom,30
14-11-2010,Levi,Slalom,DNF1
26-01-2010,Schladming,Slalom,DNF1
