datum,kraj,disciplina,mesto
05-03-2016,Kranjska Gora,Giant Slalom,DNF1
04-03-2016,Kranjska Gora,Giant Slalom,9
28-02-2016,Hinterstoder,Giant Slalom,DNQ1
26-02-2016,Hinterstoder,Giant Slalom,21
13-02-2016,Yuzawa Naeba,Giant Slalom,DNQ1
21-12-2015,Alta Badia,Parallel Giant Slalom,11
20-12-2015,Alta Badia,Giant Slalom,26
12-12-2015,Val d'Is̬re,Giant Slalom,DNQ1
06-12-2015,Beaver Creek,Giant Slalom,DNQ1
14-03-2015,Kranjska Gora,Giant Slalom,DNQ1
01-03-2015,Garmisch Partenkirchen,Giant Slalom,DNQ1
10-01-2015,Adelboden,Giant Slalom,18
21-12-2014,Alta Badia,Giant Slalom,DNQ1
12-12-2014,Are,Giant Slalom,DNQ1
07-12-2014,Beaver Creek,Giant Slalom,DNQ1
26-10-2014,Soelden,Giant Slalom,23
02-02-2014,St. Moritz,Giant Slalom,DNF1
11-01-2014,Adelboden,Giant Slalom,15
22-12-2013,Alta Badia,Giant Slalom,11
14-12-2013,Val d'Isere,Giant Slalom,DNF1
08-12-2013,Beaver Creek,Giant Slalom,13
27-10-2013,Soelden,Giant Slalom,8
16-03-2013,Lenzerheide,Giant Slalom,DNF2
09-03-2013,Kranjska Gora,Giant Slalom,20
24-02-2013,Garmisch-Partenkirchen,Giant Slalom,14
12-01-2013,Adelboden,Giant Slalom,24
16-12-2012,Alta Badia,Giant Slalom,14
09-12-2012,Val d'Isere,Giant Slalom,21
02-12-2012,Beaver Creek,Giant Slalom,11
28-10-2012,Soelden,Giant Slalom,DNF2
17-03-2012,Schladming,Giant Slalom,11
10-03-2012,Kranjska Gora,Giant Slalom,10
26-02-2012,Crans Montana,Giant Slalom,13
18-02-2012,Bansko,Giant Slalom,DNF1
07-01-2012,Adelboden,Giant Slalom,5
18-12-2011,Alta Badia,Giant Slalom,11
06-12-2011,Beaver Creek,Giant Slalom,8
04-12-2011,Beaver Creek,Giant Slalom,6
23-10-2011,Soelden,Giant Slalom,26
05-03-2011,Kranjska Gora,Giant Slalom,4
06-02-2011,Hinterstoder,Giant Slalom,20
08-01-2011,Adelboden,Giant Slalom,1
19-12-2010,Alta Badia,Giant Slalom,2
11-12-2010,Val d'Isere,Giant Slalom,12
05-12-2010,Beaver Creek,Giant Slalom,6
12-03-2010,Garmisch Partenkirchen,Giant Slalom,DNF2
30-01-2010,Kranjska Gora,Giant Slalom,9
29-01-2010,Kranjska Gora,Giant Slalom,6
20-12-2009,Alta Badia,Giant Slalom,3
13-12-2009,Val d'Isere,Giant Slalom,24
06-12-2009,Beaver Creek,Giant Slalom,14
25-10-2009,Soelden,Giant Slalom,10
13-03-2009,Are,Giant Slalom,DSQ2
28-02-2009,Kranjska Gora,Giant Slalom,14
21-02-2009,Sestriere,Giant Slalom,12
10-01-2009,Adelboden,Giant Slalom,5
21-12-2008,Alta Badia,Giant Slalom,13
13-12-2008,Val d'Isere,Giant Slalom,20
07-12-2008,Beaver Creek,Giant Slalom,18
26-10-2008,Soelden,Giant Slalom,24
14-03-2008,Bormio,Giant Slalom,3
08-03-2008,Kranjska Gora,Giant Slalom,9
23-02-2008,"Whistler, BC",Giant Slalom,14
21-02-2008,"Whistler, BC",Super G,42
18-01-2008,Kitzbuehel,Super G,DNF1
05-01-2008,Adelboden,Giant Slalom,22
16-12-2007,La Villa - Alta Badia,Giant Slalom,12
08-12-2007,Bad Kleinkirchheim,Giant Slalom,20
02-12-2007,"Beaver Creek, CO",Giant Slalom,24
28-10-2007,Soelden,Giant Slalom,DNQ1
06-01-2007,Adelboden,Giant Slalom,DNQ1
21-12-2006,Hinterstoder,Giant Slalom,DNQ1
17-12-2006,Alta Badia,Giant Slalom,DNF1
02-12-2006,"Beaver Creek, CO",Giant Slalom,DNQ1
22-11-2003,"Park City, UT",Giant Slalom,DNQ1
26-10-2003,Soelden,Giant Slalom,DNQ1
15-12-2002,Val d'Isere,Giant Slalom,DNF1
09-01-2001,Adelboden,Giant Slalom,DNQ2
06-01-2001,Les Arcs,Giant Slalom,DNQ2
21-12-2000,Bormio,Giant Slalom,DNQ2
17-12-2000,Val d'Isere,Giant Slalom,DNQ2
