datum,kraj,disciplina,mesto,zaostanek
28-02-2016,Soldeu- El Tarter,Alpine combined,34,65.68
27-02-2016,Soldeu- El Tarter,Super G,43,56.89
21-02-2016,La Thuile,Super G,41,82.95
20-02-2016,La Thuile,Downhill,33,52.62
19-02-2016,La Thuile,Downhill,20,46.30
07-02-2016,Garmisch Partenkirchen,Super G,DNF1,
06-02-2016,Garmisch Partenkirchen,Downhill,21,47.00
24-01-2016,Cortina d'Ampezzo,Super G,DNF1,
23-01-2016,Cortina d'Ampezzo,Downhill,30,42.39
10-01-2016,Altenmarkt-Zauchensee,Super G,30,45.87
09-01-2016,Altenmarkt-Zauchensee,Downhill,DNQ1,
19-12-2015,Val d'Is̬re,Downhill,17,16.51
18-12-2015,Val d'Is̬re,Alpine combined,25,37.78
06-12-2015,Lake Louise,Super G,41,55.63
05-12-2015,Lake Louise,Downhill,17,25.36
04-12-2015,Lake Louise,Downhill,30,37.56
08-03-2015,Garmisch Partenkirchen,Super G,34,42.41
07-03-2015,Garmisch Partenkirchen,Downhill,DNF1,
02-03-2015,Bansko,Super G,DNF1,
01-03-2015,Bansko,Alpine combined,26,76.69
25-01-2015,St.Moritz,Super G,DNS1,
24-01-2015,St.Moritz,Downhill,DNF1,
19-01-2015,Cortina d'Ampezzo,Super G,36,59.19
21-12-2014,Val d Isere,Super G,30,44.38
20-12-2014,Val d Isere,Downhill,36,35.30
07-12-2014,Lake Louise,Super G,47,47.63
06-12-2014,Lake Louise,Downhill,37,40.28
05-12-2014,Lake Louise,Downhill,21,19.15
02-03-2014,Crans Montana,Downhill,31,57.71
26-01-2014,Cortina d Ampezzo,Super G,29,40.30
25-01-2014,Cortina d Ampezzo,Downhill,29,23.96
24-01-2014,Cortina d Ampezzo,Downhill,15,27.46
23-01-2014,Cortina d Ampezzo,Super G,34,35.53
11-01-2014,Altenmarkt / Zauchensee,Downhill,39,41.69
21-12-2013,Val d'Isere,Downhill,39,38.82
08-12-2013,Lake Louise,Super G,35,33.20
07-12-2013,Lake Louise,Downhill,31,28.33
06-12-2013,Lake Louise,Downhill,32,34.48
30-11-2013,Beaver Creek,Super G,DNF1,
29-11-2013,Beaver Creek,Downhill,43,55.88
