datum,kraj,disciplina,mesto
20-03-2016,St. Moritz,Slalom,10
19-03-2016,St. Moritz,Giant Slalom,18
06-03-2016,Kranjska Gora,Slalom,DNF2
05-03-2016,Kranjska Gora,Giant Slalom,4
04-03-2016,Kranjska Gora,Giant Slalom,DNF2
28-02-2016,Hinterstoder,Giant Slalom,6
26-02-2016,Hinterstoder,Giant Slalom,6
23-02-2016,Stockholm,City Event,5
14-02-2016,Yuzawa Naeba,Slalom,1
13-02-2016,Yuzawa Naeba,Giant Slalom,15
26-01-2016,Schladming,Slalom,DNF2
24-01-2016,Kitzbuehel,Slalom,7
17-01-2016,Wengen,Slalom,5
10-01-2016,Adelboden,Slalom,8
06-01-2016,Santa Caterina Valfurva,Slalom,4
22-12-2015,Madonna di Campiglio,Slalom,DNF2
21-12-2015,Alta Badia,Parallel Giant Slalom,20
20-12-2015,Alta Badia,Giant Slalom,8
13-12-2015,Val d'Is̬re,Slalom,3
12-12-2015,Val d'Is̬re,Giant Slalom,2
06-12-2015,Beaver Creek,Giant Slalom,5
25-10-2015,Soelden,Giant Slalom,6
22-03-2015,Meribel,Slalom,12
21-03-2015,Meribel,Giant Slalom,DNF1
15-03-2015,Kranjska Gora,Slalom,9
14-03-2015,Kranjska Gora,Giant Slalom,5
01-03-2015,Garmisch Partenkirchen,Giant Slalom,2
27-01-2015,Schladming,Slalom,3
25-01-2015,Kitzbuehel,Slalom,3
17-01-2015,Wengen,Slalom,1
11-01-2015,Adelboden,Slalom,DNF1
10-01-2015,Adelboden,Giant Slalom,5
06-01-2015,Zagreb,Slalom,2
22-12-2014,Madonna di Campiglio,Slalom,1
21-12-2014,Alta Badia,Giant Slalom,5
14-12-2014,Are,Slalom,2
12-12-2014,Are,Giant Slalom,DNF1
07-12-2014,Beaver Creek,Giant Slalom,8
16-11-2014,Levi,Slalom,3
16-03-2014,Lenzerheide,Slalom,2
15-03-2014,Lenzerheide,Giant Slalom,3
09-03-2014,Kranjska Gora,Slalom,1
08-03-2014,Kranjska Gora,Giant Slalom,12
28-01-2014,Schladming,Slalom,3
24-01-2014,Kitzbuehel,Slalom,1
19-01-2014,Wengen,Slalom,2
12-01-2014,Adelboden,Slalom,DNF2
11-01-2014,Adelboden,Giant Slalom,1
06-01-2014,Bormio,Slalom,1
22-12-2013,Alta Badia,Giant Slalom,5
15-12-2013,Val d'Isere,Slalom,10
08-12-2013,Beaver Creek,Giant Slalom,7
17-11-2013,Levi,Slalom,27
27-10-2013,Soelden,Giant Slalom,DNF2
17-03-2013,Lenzerheide,Slalom,1
16-03-2013,Lenzerheide,Giant Slalom,DNF1
10-03-2013,Kranjska Gora,Slalom,DNF1
09-03-2013,Kranjska Gora,Giant Slalom,4
24-02-2013,Garmisch-Partenkirchen,Giant Slalom,12
29-01-2013,City Event Moscow,City Event,4
27-01-2013,Kitzbuehel,Slalom,2
20-01-2013,Wengen,Slalom,1
13-01-2013,Adelboden,Slalom,5
12-01-2013,Adelboden,Giant Slalom,3
06-01-2013,Zagreb,Slalom,5
01-01-2013,City Event Munich,City Event,1
18-12-2012,Madonna di Campiglio,Slalom,2
16-12-2012,Alta Badia,Giant Slalom,7
09-12-2012,Val d'Isere,Giant Slalom,4
08-12-2012,Val d'Isere,Slalom,2
02-12-2012,Beaver Creek,Giant Slalom,17
11-11-2012,Levi,Slalom,7
18-03-2012,Schladming,Slalom,2
11-03-2012,Kranjska Gora,Slalom,7
10-03-2012,Kranjska Gora,Giant Slalom,21
26-02-2012,Crans Montana,Giant Slalom,DNQ1
21-02-2012,Moscow,City Event,2
19-02-2012,Bansko,Slalom,DNF2
18-02-2012,Bansko,Giant Slalom,14
24-01-2012,Schladming,Slalom,DSQ1
22-01-2012,Kitzbuehel,Slalom,DNQ1
15-01-2012,Wengen,Slalom,5
08-01-2012,Adelboden,Slalom,DSQ1
05-01-2012,Zagreb,Slalom,2
21-12-2011,Flachau,Slalom,4
19-12-2011,Alta Badia,Slalom,3
08-12-2011,Beaver Creek,Slalom,10
23-10-2011,Soelden,Giant Slalom,DNQ1
19-03-2011,Lenzerheide,Slalom,3
06-03-2011,Kranjska Gora,Slalom,DNF1
05-03-2011,Kranjska Gora,Giant Slalom,19
27-02-2011,Bansko,Slalom,4
26-02-2011,Bansko,Super Combined,2
06-02-2011,Hinterstoder,Giant Slalom,29
25-01-2011,Schladming,Slalom,11
23-01-2011,Kitzbuehel,Slalom,DNQ1
16-01-2011,Wengen,Slalom,9
09-01-2011,Adelboden,Slalom,6
08-01-2011,Adelboden,Giant Slalom,20
06-01-2011,Zagreb,Slalom,16
02-01-2011,Muenchen,City Event,4
19-12-2010,Alta Badia,Giant Slalom,16
12-12-2010,Val d'Isere,Slalom,6
11-12-2010,Val d'Isere,Giant Slalom,30
05-12-2010,Beaver Creek,Giant Slalom,19
14-11-2010,Levi,Slalom,DNQ1
13-03-2010,Garmisch Partenkirchen,Slalom,1
31-01-2010,Kranjska Gora,Slalom,4
30-01-2010,Kranjska Gora,Giant Slalom,DNQ1
29-01-2010,Kranjska Gora,Giant Slalom,DNQ1
26-01-2010,Schladming,Slalom,DSQ1
24-01-2010,Kitzbuehel,Slalom,1
17-01-2010,Wengen,Slalom,13
10-01-2010,Adelboden,Slalom,11
06-01-2010,Zagreb,Slalom,9
21-12-2009,Alta Badia,Slalom,DNF1
20-12-2009,Alta Badia,Giant Slalom,DNF1
13-12-2009,Val d'Isere,Giant Slalom,20
11-12-2009,Val d'Isere,Super Combined,DNF1
06-12-2009,Beaver Creek,Giant Slalom,DNQ1
04-12-2009,Beaver Creek,Super Combined,22
28-11-2009,Lake Louise,Downhill,43
15-11-2009,Levi,Slalom,25
14-03-2009,Are,Slalom,6
01-03-2009,Kranjska Gora,Slalom,3
22-02-2009,Sestriere,Super Combined,DSQ2
21-02-2009,Sestriere,Giant Slalom,DNQ1
01-02-2009,Garmisch Partenkirchen,Slalom,DNF1
27-01-2009,Schladming,Slalom,DNF1
25-01-2009,Kitzbuehel,Slalom,DNF2
18-01-2009,Wengen,Slalom,DNF2
11-01-2009,Adelboden,Slalom,3
06-01-2009,Zagreb,Slalom,20
22-12-2008,Alta Badia,Slalom,DNF1
21-12-2008,Alta Badia,Giant Slalom,DNF1
12-12-2008,Val d'Isere,Super Combined,24
16-11-2008,Levi,Slalom,DNQ1
26-10-2008,Soelden,Giant Slalom,DNQ1
15-03-2008,Bormio,Slalom,13
09-03-2008,Kranjska Gora,Slalom,6
08-03-2008,Kranjska Gora,Giant Slalom,DNQ2
23-02-2008,"Whistler, BC",Giant Slalom,DNQ1
