datum,kraj,disciplina,mesto,zaostanek
16-03-2016,St. Moritz,Downhill,11,14.61
12-03-2016,Lenzerheide,Super G,31,32.32
28-02-2016,Soldeu- El Tarter,Alpine combined,25,42.82
27-02-2016,Soldeu- El Tarter,Super G,24,36.55
21-02-2016,La Thuile,Super G,DNF1,
20-02-2016,La Thuile,Downhill,24,44.22
19-02-2016,La Thuile,Downhill,19,44.34
07-02-2016,Garmisch Partenkirchen,Super G,31,38.10
06-02-2016,Garmisch Partenkirchen,Downhill,17,41.91
24-01-2016,Cortina d'Ampezzo,Super G,8,23.33
23-01-2016,Cortina d'Ampezzo,Downhill,15,26.93
10-01-2016,Altenmarkt-Zauchensee,Super G,28,44.83
09-01-2016,Altenmarkt-Zauchensee,Downhill,8,25.25
20-12-2015,Courchevel,Giant Slalom,DNQ1,
19-12-2015,Val d'Is̬re,Downhill,16,13.99
18-12-2015,Val d'Is̬re,Alpine combined,28,52.52
06-12-2015,Lake Louise,Super G,17,32.76
05-12-2015,Lake Louise,Downhill,11,21.28
04-12-2015,Lake Louise,Downhill,5,14.37
18-03-2015,Meribel,Downhill,14,18.92
08-03-2015,Garmisch Partenkirchen,Super G,DNF1,
07-03-2015,Garmisch Partenkirchen,Downhill,22,32.20
02-03-2015,Bansko,Super G,21,36.49
25-01-2015,St.Moritz,Super G,19,35.94
24-01-2015,St.Moritz,Downhill,34,32.51
19-01-2015,Cortina d'Ampezzo,Super G,19,36.48
18-01-2015,Cortina d'Ampezzo,Downhill,16,21.46
16-01-2015,Cortina d'Ampezzo,Downhill,26,27.69
21-12-2014,Val d Isere,Super G,22,32.49
20-12-2014,Val d Isere,Downhill,36,35.30
07-12-2014,Lake Louise,Super G,23,28.49
06-12-2014,Lake Louise,Downhill,2,5.54
05-12-2014,Lake Louise,Downhill,9,10.14
13-03-2014,Lenzerheide,Super G,11,32.67
12-03-2014,Lenzerheide,Downhill,18,44.08
02-03-2014,Crans Montana,Downhill,21,40.23
26-01-2014,Cortina d Ampezzo,Super G,13,18.41
25-01-2014,Cortina d Ampezzo,Downhill,5,7.85
24-01-2014,Cortina d Ampezzo,Downhill,5,13.73
23-01-2014,Cortina d Ampezzo,Super G,9,15.58
12-01-2014,Altenmarkt / Zauchensee,Super Combined,DNF1,
11-01-2014,Altenmarkt / Zauchensee,Downhill,22,31.49
21-12-2013,Val d'Isere,Downhill,DNF1,
14-12-2013,St. Moritz,Super G,16,23.61
08-12-2013,Lake Louise,Super G,18,21.42
07-12-2013,Lake Louise,Downhill,12,16.43
06-12-2013,Lake Louise,Downhill,39,37.43
30-11-2013,Beaver Creek,Super G,28,39.36
29-11-2013,Beaver Creek,Downhill,19,30.17
03-03-2013,Garmisch-Partenkirchen,Super G,25,25.72
02-03-2013,Garmisch-Partenkirchen,Downhill,9,14.59
01-03-2013,Garmisch-Partenkirchen,Super G,30,28.94
24-02-2013,Meribel,Super Combined,DNF1,
23-02-2013,Meribel,Downhill,27,22.71
20-01-2013,Cortina d'Ampezzo,Super G,DNF1,
19-01-2013,Cortina d'Ampezzo,Downhill,15,34.30
13-01-2013,St. Anton,Super G,25,40.05
12-01-2013,St. Anton,Downhill,22,19.83
14-12-2012,Val d'Isere,Downhill,10,15.80
08-12-2012,St. Moritz,Super G,26,42.86
07-12-2012,St. Moritz,Super Combined,DNF2,
02-12-2012,Lake Louise,Super G,29,35.12
01-12-2012,Lake Louise,Downhill,2,6.31
30-11-2012,Lake Louise,Downhill,2,21.05
14-03-2012,Schladming,Downhill,DNF1,
26-02-2012,Bansko,Super G,29,39.51
18-02-2012,Sochi,Downhill,9,21.93
05-02-2012,Garmisch-Partenkirchen,Super G,DNF1,
04-02-2012,Garmisch-Partenkirchen,Downhill,9,20.55
29-01-2012,St. Moritz,Super Combined,DNF1,
28-01-2012,St. Moritz,Downhill,DNF1,
27-01-2012,St. Moritz,Super Combined,DNS2,
15-01-2012,Cortina d'Ampezzo,Super G,26,34.32
14-01-2012,Cortina d'Ampezzo,Downhill,6,9.56
08-01-2012,Bad Kleinkirchheim,Super G,36,39.93
07-01-2012,Bad Kleinkirchheim,Downhill,8,11.17
07-12-2011,Beaver Creek,Super G,30,44.99
04-12-2011,Lake Louise,Super G,32,33.96
03-12-2011,Lake Louise,Downhill,9,26.04
02-12-2011,Lake Louise,Downhill,18,33.02
16-03-2011,Lenzerheide,Downhill,9,34.20
06-03-2011,Tarvisio,Super G,26,27.10
05-03-2011,Tarvisio,Downhill,24,36.88
04-03-2011,Tarvisio,Super Combined,20,31.14
27-02-2011,Are,Super G,33,37.20
26-02-2011,Are,Downhill,5,13.97
25-02-2011,Are,Super Combined,32,46.58
23-01-2011,Cortina d Ampezzo,Super G,DNF1,
22-01-2011,Cortina d Ampezzo,Downhill,17,28.13
21-01-2011,Cortina d Ampezzo,Super G,21,22.48
09-01-2011,Zauchensee,Super G,31,47.02
08-01-2011,Zauchensee,Downhill,34,43.50
19-12-2010,Val d'Isere,Super Combined,34,49.25
18-12-2010,Val d'Isere,Downhill,40,36.41
12-12-2010,St. Moritz,Giant Slalom,DNQ1,
05-12-2010,Lake Louise,Super G,20,40.18
04-12-2010,Lake Louise,Downhill,25,28.65
03-12-2010,Lake Louise,Downhill,25,36.33
10-03-2010,Garmisch Partenkirchen,Downhill,21,40.51
07-03-2010,Crans Montana,Super G,31,24.94
06-03-2010,Crans Montana,Downhill,31,30.21
31-01-2010,St. Moritz,Super G,25,22.14
30-01-2010,St. Moritz,Downhill,12,24.23
29-01-2010,St. Moritz,Super Combined,37,47.63
