datum,kraj,disciplina,mesto
20-03-2016,St. Moritz,Slalom,12
19-03-2016,St. Moritz,Giant Slalom,2
17-03-2016,St. Moritz,Super G,14
06-03-2016,Kranjska Gora,Slalom,6
05-03-2016,Kranjska Gora,Giant Slalom,2
04-03-2016,Kranjska Gora,Giant Slalom,1
28-02-2016,Hinterstoder,Giant Slalom,1
27-02-2016,Hinterstoder,Super G,8
26-02-2016,Hinterstoder,Giant Slalom,1
23-02-2016,Stockholm,City Event,9
19-02-2016,Chamonix,Alpine combined,1
14-02-2016,Yuzawa Naeba,Slalom,DNF2
13-02-2016,Yuzawa Naeba,Giant Slalom,1
26-01-2016,Schladming,Slalom,15
24-01-2016,Kitzbuehel,Slalom,DNF1
22-01-2016,Kitzbuehel,Alpine combined,1
22-01-2016,Kitzbuehel,Super G,13
17-01-2016,Wengen,Slalom,6
15-01-2016,Wengen,Alpine combined,13
10-01-2016,Adelboden,Slalom,4
06-01-2016,Santa Caterina Valfurva,Slalom,8
22-12-2015,Madonna di Campiglio,Slalom,26
21-12-2015,Alta Badia,Parallel Giant Slalom,5
20-12-2015,Alta Badia,Giant Slalom,6
18-12-2015,Val Gardena / Groeden,Super G,45
13-12-2015,Val d'Is̬re,Slalom,DNF2
06-12-2015,Beaver Creek,Giant Slalom,DNF1
05-12-2015,Beaver Creek,Super G,DNF1
29-11-2015,Lake Louise,Super G,37
25-10-2015,Soelden,Giant Slalom,5
22-03-2015,Meribel,Slalom,4
21-03-2015,Meribel,Giant Slalom,8
19-03-2015,Meribel,Super G,10
15-03-2015,Kranjska Gora,Slalom,7
14-03-2015,Kranjska Gora,Giant Slalom,1
08-03-2015,Kvitfjell,Super G,14
01-03-2015,Garmisch Partenkirchen,Giant Slalom,5
22-02-2015,Saalbach,Super G,5
27-01-2015,Schladming,Slalom,17
25-01-2015,Kitzbuehel,Slalom,9
23-01-2015,Kitzbuehel,Alpine combined,1
23-01-2015,Kitzbuehel,Super G,25
17-01-2015,Wengen,Slalom,4
16-01-2015,Wengen,Alpine combined,10
11-01-2015,Adelboden,Slalom,DNF2
10-01-2015,Adelboden,Giant Slalom,2
06-01-2015,Zagreb,Slalom,DSQ1
22-12-2014,Madonna di Campiglio,Slalom,5
21-12-2014,Alta Badia,Giant Slalom,4
20-12-2014,Val Gardena / Groeden,Super G,17
14-12-2014,Are,Slalom,DSQ2
12-12-2014,Are,Giant Slalom,6
07-12-2014,Beaver Creek,Giant Slalom,2
06-12-2014,Beaver Creek,Super G,3
30-11-2014,Lake Louise,Super G,38
16-11-2014,Levi,Slalom,DNQ1
26-10-2014,Soelden,Giant Slalom,3
16-03-2014,Lenzerheide,Slalom,9
15-03-2014,Lenzerheide,Giant Slalom,2
13-03-2014,Lenzerheide,Super G,1
09-03-2014,Kranjska Gora,Slalom,8
08-03-2014,Kranjska Gora,Giant Slalom,18
02-02-2014,St. Moritz,Giant Slalom,3
28-01-2014,Schladming,Slalom,5
26-01-2014,Kitzbuehel,Super G,18
26-01-2014,Kitzbuehel,Super Combined,1
24-01-2014,Kitzbuehel,Slalom,4
19-01-2014,Wengen,Slalom,1
17-01-2014,Wengen,Super Combined,2
12-01-2014,Adelboden,Slalom,23
11-01-2014,Adelboden,Giant Slalom,4
06-01-2014,Bormio,Slalom,DSQ1
22-12-2013,Alta Badia,Giant Slalom,2
15-12-2013,Val d'Isere,Slalom,DNF1
14-12-2013,Val d'Isere,Giant Slalom,4
08-12-2013,Beaver Creek,Giant Slalom,5
07-12-2013,Beaver Creek,Super G,18
17-11-2013,Levi,Slalom,DNF2
27-10-2013,Soelden,Giant Slalom,2
17-03-2013,Lenzerheide,Slalom,DNF1
16-03-2013,Lenzerheide,Giant Slalom,3
10-03-2013,Kranjska Gora,Slalom,DNF2
09-03-2013,Kranjska Gora,Giant Slalom,3
24-02-2013,Garmisch-Partenkirchen,Giant Slalom,1
27-01-2013,Kitzbuehel,Slalom,15
27-01-2013,Kitzbuehel,Super Combined,2
26-01-2013,Kitzbuehel,Downhill,33
25-01-2013,Kitzbuehel,Super G,13
20-01-2013,Wengen,Slalom,DNQ1
18-01-2013,Wengen,Super Combined,1
13-01-2013,Adelboden,Slalom,6
12-01-2013,Adelboden,Giant Slalom,14
06-01-2013,Zagreb,Slalom,6
01-01-2013,City Event Munich,City Event,3
18-12-2012,Madonna di Campiglio,Slalom,DNF1
16-12-2012,Alta Badia,Giant Slalom,6
09-12-2012,Val d'Isere,Giant Slalom,28
08-12-2012,Val d'Isere,Slalom,1
02-12-2012,Beaver Creek,Giant Slalom,5
01-12-2012,Beaver Creek,Super G,DNF1
11-11-2012,Levi,Slalom,23
18-03-2012,Schladming,Slalom,DNF1
17-03-2012,Schladming,Giant Slalom,4
15-03-2012,Schladming,Super G,2
14-03-2012,Schladming,Downhill,16
11-03-2012,Kranjska Gora,Slalom,3
10-03-2012,Kranjska Gora,Giant Slalom,2
26-02-2012,Crans Montana,Giant Slalom,11
25-02-2012,Crans Montana,Super G,37
24-02-2012,Crans Montana,Super G,DNS1
21-02-2012,Moscow,City Event,1
19-02-2012,Bansko,Slalom,16
18-02-2012,Bansko,Giant Slalom,16
12-02-2012,Sochi,Super Combined,DNF2
11-02-2012,Sochi,Downhill,DNS1
05-02-2012,Chamonix,Super Combined,2
03-02-2012,Chamonix,Downhill,56
24-01-2012,Schladming,Slalom,DNF2
22-01-2012,Kitzbuehel,Slalom,DNF2
15-01-2012,Wengen,Slalom,8
13-01-2012,Wengen,Super Combined,4
08-01-2012,Adelboden,Slalom,11
07-01-2012,Adelboden,Giant Slalom,7
05-01-2012,Zagreb,Slalom,17
21-12-2011,Flachau,Slalom,DNQ1
19-12-2011,Alta Badia,Slalom,12
18-12-2011,Alta Badia,Giant Slalom,DNF2
08-12-2011,Beaver Creek,Slalom,DNF1
06-12-2011,Beaver Creek,Giant Slalom,4
04-12-2011,Beaver Creek,Giant Slalom,9
03-12-2011,Beaver Creek,Super G,27
23-10-2011,Soelden,Giant Slalom,2
06-03-2011,Kranjska Gora,Slalom,DNF1
05-03-2011,Kranjska Gora,Giant Slalom,2
27-02-2011,Bansko,Slalom,DNF1
26-02-2011,Bansko,Super Combined,11
06-02-2011,Hinterstoder,Giant Slalom,24
05-02-2011,Hinterstoder,Super G,6
25-01-2011,Schladming,Slalom,DNF1
23-01-2011,Kitzbuehel,Slalom,DNQ1
09-01-2011,Adelboden,Slalom,DNQ1
08-01-2011,Adelboden,Giant Slalom,DNQ1
06-01-2011,Zagreb,Slalom,DNQ1
19-12-2010,Alta Badia,Giant Slalom,DNQ1
12-12-2010,Val d'Isere,Slalom,DNF1
11-12-2010,Val d'Isere,Giant Slalom,DNF1
14-11-2010,Levi,Slalom,DNF1
29-01-2010,Kranjska Gora,Giant Slalom,DNF1
24-01-2010,Kitzbuehel,Slalom,DNF1
06-01-2010,Zagreb,Slalom,DSQ1
13-12-2009,Val d'Isere,Giant Slalom,DNF1
13-03-2009,Are,Giant Slalom,DNF1
