datum,kraj,disciplina,mesto
10-01-2016,Altenmarkt-Zauchensee,Super G,7
09-01-2016,Altenmarkt-Zauchensee,Downhill,5
19-12-2015,Val d'Is̬re,Downhill,7
06-12-2015,Lake Louise,Super G,8
05-12-2015,Lake Louise,Downhill,8
04-12-2015,Lake Louise,Downhill,DNF1
19-03-2015,Meribel,Super G,9
18-03-2015,Meribel,Downhill,7
08-03-2015,Garmisch Partenkirchen,Super G,24
07-03-2015,Garmisch Partenkirchen,Downhill,17
02-03-2015,Bansko,Super G,18
25-01-2015,St.Moritz,Super G,6
24-01-2015,St.Moritz,Downhill,33
19-01-2015,Cortina d'Ampezzo,Super G,DNF1
18-01-2015,Cortina d'Ampezzo,Downhill,25
16-01-2015,Cortina d'Ampezzo,Downhill,12
21-12-2014,Val d Isere,Super G,12
20-12-2014,Val d Isere,Downhill,21
07-12-2014,Lake Louise,Super G,13
06-12-2014,Lake Louise,Downhill,11
05-12-2014,Lake Louise,Downhill,23
13-03-2014,Lenzerheide,Super G,4
12-03-2014,Lenzerheide,Downhill,7
02-03-2014,Crans Montana,Downhill,8
26-01-2014,Cortina d Ampezzo,Super G,12
25-01-2014,Cortina d Ampezzo,Downhill,9
24-01-2014,Cortina d Ampezzo,Downhill,3
23-01-2014,Cortina d Ampezzo,Super G,16
11-01-2014,Altenmarkt / Zauchensee,Downhill,31
21-12-2013,Val d'Isere,Downhill,37
14-12-2013,St. Moritz,Super G,11
08-12-2013,Lake Louise,Super G,20
07-12-2013,Lake Louise,Downhill,22
06-12-2013,Lake Louise,Downhill,23
30-11-2013,Beaver Creek,Super G,DNF1
29-11-2013,Beaver Creek,Downhill,11
03-03-2013,Garmisch-Partenkirchen,Super G,DNF1
02-03-2013,Garmisch-Partenkirchen,Downhill,25
01-03-2013,Garmisch-Partenkirchen,Super G,8
23-02-2013,Meribel,Downhill,22
20-01-2013,Cortina d'Ampezzo,Super G,2
19-01-2013,Cortina d'Ampezzo,Downhill,23
13-01-2013,St. Anton,Super G,18
12-01-2013,St. Anton,Downhill,40
14-12-2012,Val d'Isere,Downhill,32
08-12-2012,St. Moritz,Super G,15
02-12-2012,Lake Louise,Super G,23
01-12-2012,Lake Louise,Downhill,34
30-11-2012,Lake Louise,Downhill,35
26-02-2012,Bansko,Super G,36
18-02-2012,Sochi,Downhill,13
05-02-2012,Garmisch-Partenkirchen,Super G,34
04-02-2012,Garmisch-Partenkirchen,Downhill,33
28-01-2012,St. Moritz,Downhill,19
15-01-2012,Cortina d'Ampezzo,Super G,DNF1
14-01-2012,Cortina d'Ampezzo,Downhill,31
08-01-2012,Bad Kleinkirchheim,Super G,50
07-01-2012,Bad Kleinkirchheim,Downhill,39
06-03-2011,Tarvisio,Super G,41
05-03-2011,Tarvisio,Downhill,41
27-02-2011,Are,Super G,28
26-02-2011,Are,Downhill,27
09-01-2011,Zauchensee,Super G,15
08-01-2011,Zauchensee,Downhill,14
18-12-2010,Val d'Isere,Downhill,34
05-12-2010,Lake Louise,Super G,DNS1
04-12-2010,Lake Louise,Downhill,DNS1
03-12-2010,Lake Louise,Downhill,33
07-03-2010,Crans Montana,Super G,29
06-03-2010,Crans Montana,Downhill,23
31-01-2010,St. Moritz,Super G,23
30-01-2010,St. Moritz,Downhill,31
29-01-2010,St. Moritz,Super Combined,DNS2
23-01-2010,Cortina d'Ampezzo,Downhill,40
22-01-2010,Cortina d'Ampezzo,Super G,28
10-01-2010,Haus im Ennstal,Super G,22
09-01-2010,Haus im Ennstal,Downhill,50
08-01-2010,Haus im Ennstal,Downhill,37
20-12-2009,Val d'Isere,Super G,12
06-12-2009,Lake Louise,Super G,DNF1
05-12-2009,Lake Louise,Downhill,43
04-12-2009,Lake Louise,Downhill,44
01-03-2009,Bansko,Super G,19
28-02-2009,Bansko,Downhill,23
27-02-2009,Bansko,Downhill,22
22-02-2009,Tarvisio,Super G,18
21-02-2009,Tarvisio,Downhill,53
01-02-2009,Garmisch Partenkirchen,Super G,16
26-01-2009,Cortina d'Ampezzo,Super G,26
24-01-2009,Cortina d'Ampezzo,Downhill,32
18-01-2009,Altenmarkt-Zauchensee,Downhill,37
20-12-2008,St. Moritz,Super G,38
07-12-2008,Lake Louise,Super G,19
05-12-2008,Lake Louise,Downhill,DNF1
21-12-2007,St. Anton/Arlberg,Downhill,28
08-12-2007,"Aspen, CO",Downhill,DNS1
01-12-2007,"Lake Louise, AB",Downhill,33
18-03-2007,Lenzerheide,Giant Slalom,18
15-03-2007,Lenzerheide,Super G,14
