datum,kraj,disciplina,mesto,zaostanek
20-03-2016,St. Moritz,Giant Slalom,20,21.52
17-03-2016,St. Moritz,Super G,4,9.58
16-03-2016,St. Moritz,Downhill,9,10.77
13-03-2016,Lenzerheide,Alpine combined,14,32.00
12-03-2016,Lenzerheide,Super G,22,26.96
07-03-2016,Jasna,Giant Slalom,18,12.88
28-02-2016,Soldeu- El Tarter,Alpine combined,20,33.06
27-02-2016,Soldeu- El Tarter,Super G,9,18.46
21-02-2016,La Thuile,Super G,16,32.37
20-02-2016,La Thuile,Downhill,21,42.31
19-02-2016,La Thuile,Downhill,DNF1,
07-02-2016,Garmisch Partenkirchen,Super G,6,12.88
06-02-2016,Garmisch Partenkirchen,Downhill,16,36.46
30-01-2016,Maribor,Giant Slalom,DNF1,
24-01-2016,Cortina d'Ampezzo,Super G,6,18.34
23-01-2016,Cortina d'Ampezzo,Downhill,7,16.88
17-01-2016,Flachau,Giant Slalom,23,21.43
10-01-2016,Altenmarkt-Zauchensee,Super G,8,23.31
09-01-2016,Altenmarkt-Zauchensee,Downhill,4,19.54
28-12-2015,Lienz,Giant Slalom,15,16.02
20-12-2015,Courchevel,Giant Slalom,DNQ1,
19-12-2015,Val d'Is̬re,Downhill,18,16.63
18-12-2015,Val d'Is̬re,Alpine combined,16,23.90
12-12-2015,Are,Giant Slalom,DNF1,
06-12-2015,Lake Louise,Super G,DNF1,
05-12-2015,Lake Louise,Downhill,5,16.64
04-12-2015,Lake Louise,Downhill,13,22.06
27-11-2015,"Aspen, CO",Giant Slalom,15,23.04
24-10-2015,Soelden,Giant Slalom,21,29.89
25-01-2015,St.Moritz,Super G,4,19.13
24-01-2015,St.Moritz,Downhill,10,15.53
19-01-2015,Cortina d'Ampezzo,Super G,7,15.76
18-01-2015,Cortina d'Ampezzo,Downhill,DNF1,
16-01-2015,Cortina d'Ampezzo,Downhill,6,10.97
28-12-2014,Kuehtai in Tirol,Giant Slalom,DNQ1,
21-12-2014,Val d Isere,Super G,DNF1,
20-12-2014,Val d Isere,Downhill,10,8.26
12-12-2014,Are,Giant Slalom,DNF1,
07-12-2014,Lake Louise,Super G,10,19.96
06-12-2014,Lake Louise,Downhill,13,13.58
05-12-2014,Lake Louise,Downhill,6,8.67
29-11-2014,Aspen,Giant Slalom,23,26.22
25-10-2014,Soelden,Giant Slalom,23,31.27
16-03-2014,Lenzerheide,Giant Slalom,18,24.36
13-03-2014,Lenzerheide,Super G,9,28.31
12-03-2014,Lenzerheide,Downhill,11,32.06
07-03-2014,Are,Giant Slalom,11,17.85
06-03-2014,Are,Giant Slalom,20,16.11
02-03-2014,Crans Montana,Downhill,23,41.25
26-01-2014,Cortina d Ampezzo,Super G,26,33.84
25-01-2014,Cortina d Ampezzo,Downhill,15,13.87
