datum,kraj,disciplina,mesto
20-03-2016,St. Moritz,Giant Slalom,3
17-03-2016,St. Moritz,Super G,2
16-03-2016,St. Moritz,Downhill,13
13-03-2016,Lenzerheide,Alpine combined,3
12-03-2016,Lenzerheide,Super G,5
07-03-2016,Jasna,Giant Slalom,4
06-03-2016,Jasna,Slalom,DNF1
28-02-2016,Soldeu- El Tarter,Alpine combined,DNF2
27-02-2016,Soldeu- El Tarter,Super G,16
23-02-2016,Stockholm,City Event,9
21-02-2016,La Thuile,Super G,2
20-02-2016,La Thuile,Downhill,11
19-02-2016,La Thuile,Downhill,1
07-02-2016,Garmisch Partenkirchen,Super G,1
06-02-2016,Garmisch Partenkirchen,Downhill,14
30-01-2016,Maribor,Giant Slalom,DNF2
24-01-2016,Cortina d'Ampezzo,Super G,5
23-01-2016,Cortina d'Ampezzo,Downhill,3
17-01-2016,Flachau,Giant Slalom,19
10-01-2016,Altenmarkt-Zauchensee,Super G,2
09-01-2016,Altenmarkt-Zauchensee,Downhill,DNF1
28-12-2015,Lienz,Giant Slalom,1
20-12-2015,Courchevel,Giant Slalom,2
19-12-2015,Val d'Is̬re,Downhill,1
18-12-2015,Val d'Is̬re,Alpine combined,1
13-12-2015,Are,Slalom,DNQ1
12-12-2015,Are,Giant Slalom,13
06-12-2015,Lake Louise,Super G,7
05-12-2015,Lake Louise,Downhill,8
04-12-2015,Lake Louise,Downhill,6
27-11-2015,"Aspen, CO",Giant Slalom,1
24-10-2015,Soelden,Giant Slalom,4
22-03-2015,Meribel,Giant Slalom,19
19-03-2015,Meribel,Super G,DNF1
18-03-2015,Meribel,Downhill,9
13-03-2015,Are,Giant Slalom,9
08-03-2015,Garmisch Partenkirchen,Super G,5
07-03-2015,Garmisch Partenkirchen,Downhill,8
02-03-2015,Bansko,Super G,10
01-03-2015,Bansko,Alpine combined,DNF1
21-02-2015,Maribor,Giant Slalom,19
25-01-2015,St.Moritz,Super G,DNF1
24-01-2015,St.Moritz,Downhill,1
19-01-2015,Cortina d'Ampezzo,Super G,6
18-01-2015,Cortina d'Ampezzo,Downhill,8
16-01-2015,Cortina d'Ampezzo,Downhill,25
28-12-2014,Kuehtai in Tirol,Giant Slalom,18
21-12-2014,Val d Isere,Super G,4
20-12-2014,Val d Isere,Downhill,4
12-12-2014,Are,Giant Slalom,21
07-12-2014,Lake Louise,Super G,1
06-12-2014,Lake Louise,Downhill,15
05-12-2014,Lake Louise,Downhill,11
29-11-2014,Aspen,Giant Slalom,22
25-10-2014,Soelden,Giant Slalom,DNF2
16-03-2014,Lenzerheide,Giant Slalom,5
15-03-2014,Lenzerheide,Slalom,DNF1
13-03-2014,Lenzerheide,Super G,1
12-03-2014,Lenzerheide,Downhill,1
08-03-2014,Are,Slalom,DNQ1
07-03-2014,Are,Giant Slalom,DNF1
