id,datum,kraj,disciplina,mesto,zaostanek 
40870,14-12-2013,Val d'Isere,Giant Slalom,8,12.65
40870,08-12-2013,Beaver Creek,Giant Slalom,28,28.85
40870,17-11-2013,Levi,Slalom,DNF2,
40870,27-10-2013,Soelden,Giant Slalom,25,26.66
40870,17-03-2013,Lenzerheide,Slalom,10,13.32
40870,16-03-2013,Lenzerheide,Giant Slalom,10,16.11
40870,10-03-2013,Kranjska Gora,Slalom,9,9.20
40870,09-03-2013,Kranjska Gora,Giant Slalom,14,13.28
40870,24-02-2013,Garmisch-Partenkirchen,Giant Slalom,5,4.90
40870,29-01-2013,City Event Moscow,City Event,9,0.00
40870,27-01-2013,Kitzbuehel,Slalom,DNF1,
40870,20-01-2013,Wengen,Slalom,4,2.58
40870,13-01-2013,Adelboden,Slalom,3,3.44
40870,12-01-2013,Adelboden,Giant Slalom,4,9.40
40870,06-01-2013,Zagreb,Slalom,7,9.23
40870,18-12-2012,Madonna di Campiglio,Slalom,5,15.24
40870,16-12-2012,Alta Badia,Giant Slalom,19,33.11
40870,09-12-2012,Val d'Isere,Giant Slalom,13,18.95
40870,08-12-2012,Val d'Isere,Slalom,11,10.34
40870,02-12-2012,Beaver Creek,Giant Slalom,4,15.65
40870,11-11-2012,Levi,Slalom,4,4.13
40870,28-10-2012,Soelden,Giant Slalom,2,15.69
40870,18-03-2012,Schladming,Slalom,DNF1,
40870,17-03-2012,Schladming,Giant Slalom,15,18.35
40870,11-03-2012,Kranjska Gora,Slalom,DNF1,
40870,10-03-2012,Kranjska Gora,Giant Slalom,12,20.76
40870,26-02-2012,Crans Montana,Giant Slalom,23,13.07
40870,19-02-2012,Bansko,Slalom,9,8.94
40870,18-02-2012,Bansko,Giant Slalom,10,12.33
40870,24-01-2012,Schladming,Slalom,DSQ2,
40870,22-01-2012,Kitzbuehel,Slalom,DNF2,
40870,15-01-2012,Wengen,Slalom,DNF1,
40870,08-01-2012,Adelboden,Slalom,18,16.76
40870,07-01-2012,Adelboden,Giant Slalom,19,17.13
40870,05-01-2012,Zagreb,Slalom,8,12.33
40870,21-12-2011,Flachau,Slalom,DNF2,
40870,19-12-2011,Alta Badia,Slalom,DNF2,
40870,18-12-2011,Alta Badia,Giant Slalom,19,16.15
40870,08-12-2011,Beaver Creek,Slalom,8,5.15
40870,06-12-2011,Beaver Creek,Giant Slalom,DNQ1,
40870,04-12-2011,Beaver Creek,Giant Slalom,25,18.06
40870,23-10-2011,Soelden,Giant Slalom,17,10.54
40870,19-03-2011,Lenzerheide,Slalom,9,4.98
40870,06-03-2011,Kranjska Gora,Slalom,5,4.42
40870,05-03-2011,Kranjska Gora,Giant Slalom,7,6.21
40870,27-02-2011,Bansko,Slalom,13,9.51
40870,26-02-2011,Bansko,Super Combined,9,7.85
40870,06-02-2011,Hinterstoder,Giant Slalom,DNQ1,
40870,25-01-2011,Schladming,Slalom,4,5.32
40870,23-01-2011,Kitzbuehel,Slalom,11,10.40
40870,16-01-2011,Wengen,Slalom,7,8.23
40870,09-01-2011,Adelboden,Slalom,DNF1,
40870,08-01-2011,Adelboden,Giant Slalom,24,8.62
40870,06-01-2011,Zagreb,Slalom,9,5.84
40870,19-12-2010,Alta Badia,Giant Slalom,13,15.23
40870,12-12-2010,Val d'Isere,Slalom,9,8.56
40870,11-12-2010,Val d'Isere,Giant Slalom,9,13.86
40870,05-12-2010,Beaver Creek,Giant Slalom,DNF2,
40870,14-11-2010,Levi,Slalom,7,9.72
40870,13-03-2010,Garmisch Partenkirchen,Slalom,8,7.47
40870,12-03-2010,Garmisch Partenkirchen,Giant Slalom,14,12.93
40870,31-01-2010,Kranjska Gora,Slalom,DNF1,
40870,30-01-2010,Kranjska Gora,Giant Slalom,12,12.50
40870,29-01-2010,Kranjska Gora,Giant Slalom,8,9.85
40870,26-01-2010,Schladming,Slalom,6,11.16
40870,24-01-2010,Kitzbuehel,Slalom,22,35.75
40870,17-01-2010,Wengen,Slalom,DNF1,
40870,15-01-2010,Wengen,Super Combined,22,28.54
40870,10-01-2010,Adelboden,Slalom,DNF2,
40870,06-01-2010,Zagreb,Slalom,2,1.25
40870,21-12-2009,Alta Badia,Slalom,4,2.74
40870,20-12-2009,Alta Badia,Giant Slalom,5,11.07
40870,13-12-2009,Val d'Isere,Giant Slalom,4,9.04
40870,12-12-2009,Val d'Isere,Super G,13,25.59
40870,11-12-2009,Val d'Isere,Super Combined,3,15.05
40870,06-12-2009,Beaver Creek,Giant Slalom,DNF1,
40870,04-12-2009,Beaver Creek,Super Combined,24,29.56
40870,29-11-2009,Lake Louise,Super G,46,37.98
40870,15-11-2009,Levi,Slalom,DNF2,
40870,25-10-2009,Soelden,Giant Slalom,DNF2,
40870,14-03-2009,Are,Slalom,4,1.59
40870,13-03-2009,Are,Giant Slalom,20,14.57
40870,12-03-2009,Are,Super G,24,31.48
40870,01-03-2009,Kranjska Gora,Slalom,DNF1,
40870,28-02-2009,Kranjska Gora,Giant Slalom,18,10.31
40870,22-02-2009,Sestriere,Super Combined,18,27.14
40870,21-02-2009,Sestriere,Giant Slalom,21,11.57
40870,01-02-2009,Garmisch Partenkirchen,Slalom,1,0.00
40870,27-01-2009,Schladming,Slalom,4,9.37
40870,25-01-2009,Kitzbuehel,Slalom,13,12.92
40870,18-01-2009,Wengen,Slalom,21,15.90
40870,11-01-2009,Adelboden,Slalom,5,2.21
40870,10-01-2009,Adelboden,Giant Slalom,DNF1,
40870,06-01-2009,Zagreb,Slalom,4,2.38
40870,22-12-2008,Alta Badia,Slalom,5,9.50
40870,21-12-2008,Alta Badia,Giant Slalom,18,10.08
40870,13-12-2008,Val d'Isere,Giant Slalom,6,3.58
40870,12-12-2008,Val d'Isere,Super Combined,DNF2,
40870,07-12-2008,Beaver Creek,Giant Slalom,20,15.15
40870,06-12-2008,Beaver Creek,Super G,DNF1,
40870,30-11-2008,Lake Louise,Super G,54,50.62
40870,29-11-2008,Lake Louise,Downhill,63,44.37
40870,16-11-2008,Levi,Slalom,DNF2,
40870,26-10-2008,Soelden,Giant Slalom,17,14.00
40870,15-03-2008,Bormio,Slalom,6,3.56
40870,14-03-2008,Bormio,Giant Slalom,9,7.65
40870,13-03-2008,Bormio,Super G,18,16.38
40870,09-03-2008,Kranjska Gora,Slalom,1,0.00
40870,08-03-2008,Kranjska Gora,Giant Slalom,2,0.91
40870,23-02-2008,"Whistler, BC",Giant Slalom,6,4.97
40870,21-02-2008,"Whistler, BC",Super G,17,14.99
40870,17-02-2008,Zagreb-Sljeme,Slalom,13,8.27
40870,09-02-2008,Garmisch,Slalom,2,3.89
40870,03-02-2008,Val d'Isere,Super Combined,28,32.21
40870,22-01-2008,Schladming,Slalom,3,3.86
40870,20-01-2008,Kitzbuehel,Slalom,10,8.13
40870,12-01-2008,Wengen,Slalom,11,12.29
40870,06-01-2008,Adelboden,Slalom,4,3.88
40870,05-01-2008,Adelboden,Giant Slalom,5,4.17
40870,17-12-2007,La Villa - Alta Badia,Slalom,20,27.29
40870,16-12-2007,La Villa - Alta Badia,Giant Slalom,6,3.85
40870,09-12-2007,Bad Kleinkirchheim,Slalom,3,4.65
40870,08-12-2007,Bad Kleinkirchheim,Giant Slalom,2,0.61
40870,02-12-2007,"Beaver Creek, CO",Giant Slalom,12,4.45
40870,25-11-2007,"Lake Louise, AB",Super G,50,36.72
40870,11-11-2007,Reiteralm,Slalom,3,2.69
40870,28-10-2007,Soelden,Giant Slalom,6,7.40
40870,18-03-2007,Lenzerheide,Slalom,3,10.64
40870,17-03-2007,Lenzerheide,Giant Slalom,8,12.39
40870,04-03-2007,Kranjska Gora,Slalom,3,5.82
40870,03-03-2007,Kranjska Gora,Giant Slalom,13,10.95
40870,25-02-2007,Garmisch-Partenkirchen,Slalom,5,10.01
40870,30-01-2007,Schladming,Slalom,6,12.08
40870,28-01-2007,Kitzbuehel,Slalom,3,0.29
40870,27-01-2007,Kitzbuehel,Slalom,12,12.11
40870,07-01-2007,Adelboden,Slalom,7,3.92
40870,06-01-2007,Adelboden,Giant Slalom,6,9.21
40870,21-12-2006,Hinterstoder,Giant Slalom,15,13.05
40870,18-12-2006,Alta Badia,Slalom,20,8.99
40870,17-12-2006,Alta Badia,Giant Slalom,DNQ1,
40870,10-12-2006,Reiteralm,Super Combined,41,30.33
40870,03-12-2006,"Beaver Creek, CO",Slalom,DNQ1,
40870,02-12-2006,"Beaver Creek, CO",Giant Slalom,20,13.39
40870,12-11-2006,Levi,Slalom,28,54.83
40870,17-03-2006,Are,Giant Slalom,18,21.43
40870,11-03-2006,Shigakogen,Slalom,26,15.45
40870,10-03-2006,Shigakogen,Slalom,DNQ2,
40870,05-03-2006,Yongpyong,Giant Slalom,DNF1,
40870,04-03-2006,Yongpyong,Giant Slalom,DNF1,
40870,24-01-2006,Schladming,Slalom,24,20.81
40870,22-01-2006,Kitzbuehel,Slalom,11,10.25
40870,15-01-2006,Wengen,Slalom,DNQ1,
40870,08-01-2006,Adelboden,Slalom,DNF1,
40870,07-01-2006,Adelboden,Giant Slalom,12,13.73
40870,22-12-2005,Kranjska Gora,Slalom,16,12.50
40870,21-12-2005,Kranjska Gora,Giant Slalom,5,8.73
40870,18-12-2005,Alta Badia,Giant Slalom,DNQ1,
40870,12-12-2005,Madonna di Campiglio,Slalom,23,16.71
40870,04-12-2005,"Beaver Creek, CO",Slalom,DNF1,
40870,03-12-2005,"Beaver Creek, CO",Giant Slalom,DSQ1,
40870,23-10-2005,Soelden,Giant Slalom,DSQ2,
40870,13-03-2005,Lenzerheide,Slalom,5,5.87
40870,12-03-2005,Lenzerheide,Giant Slalom,8,11.53
40870,27-02-2005,Kranjska Gora,Slalom,9,6.76
40870,26-02-2005,Kranjska Gora,Giant Slalom,8,8.42
40870,25-01-2005,Schladming,Slalom,7,3.70
40870,23-01-2005,Kitzbuehel,Slalom,6,5.97
40870,16-01-2005,Wengen,Slalom,11,8.05
40870,11-01-2005,Adelboden,Giant Slalom,15,11.95
40870,09-01-2005,Chamonix,Slalom,10,13.61
40870,22-12-2004,Flachau,Slalom,DNF1,
40870,21-12-2004,Flachau,Giant Slalom,9,14.40
40870,19-12-2004,Alta Badia,Giant Slalom,11,11.00
40870,13-12-2004,Sestriere,Slalom,8,16.00
40870,12-12-2004,Val d'Isere,Giant Slalom,DNQ1,
40870,05-12-2004,"Beaver Creek, CO",Slalom,11,8.48
40870,04-12-2004,"Beaver Creek, CO",Giant Slalom,22,16.72
40870,24-10-2004,Soelden,Giant Slalom,DNF1,
40870,14-03-2004,Sestriere,Slalom,DNF1,
40870,29-02-2004,Kranjska Gora,Slalom,DNF1,
40870,28-02-2004,Kranjska Gora,Giant Slalom,8,6.98
40870,15-02-2004,St. Anton,Slalom,7,8.38
40870,08-02-2004,Adelboden,Slalom,DNQ1,
40870,07-02-2004,Adelboden,Giant Slalom,9,10.40
40870,27-01-2004,Schladming,Slalom,2,3.20
40870,25-01-2004,Kitzbuehel,Slalom,19,13.90
40870,18-01-2004,Wengen,Slalom,DNF2,
40870,11-01-2004,Chamonix,Slalom,14,8.83
40870,04-01-2004,Flachau,Slalom,5,5.02
40870,03-01-2004,Flachau,Giant Slalom,9,9.89
40870,21-12-2003,Alta Badia,Giant Slalom,DNQ1,
40870,15-12-2003,Madonna di Campiglio,Slalom,5,5.13
40870,14-12-2003,Alta Badia,Giant Slalom,DNQ1,
40870,23-11-2003,"Park City, UT",Slalom,DNQ1,
40870,22-11-2003,"Park City, UT",Giant Slalom,DNF1,
40870,26-10-2003,Soelden,Giant Slalom,DNQ1,
40870,12-01-2003,Bormio,Slalom,DNQ1,
40871,20-03-2016,St. Moritz,Giant Slalom,DNF1,
40871,07-03-2016,Jasna,Giant Slalom,12,11.52
40871,06-03-2016,Jasna,Slalom,DNF1,
40871,15-02-2016,Crans Montana,Slalom,DNF1,
40871,30-01-2016,Maribor,Giant Slalom,12,11.38
40871,17-01-2016,Flachau,Giant Slalom,7,12.13
40871,15-01-2016,Flachau,Slalom,27,23.04
40871,12-01-2016,Flachau,Slalom,20,27.43
40871,05-01-2016,Santa Caterina Valfurva,Slalom,24,33.90
40871,29-12-2015,Lienz,Slalom,13,15.00
40871,28-12-2015,Lienz,Giant Slalom,DNF2,
40871,20-12-2015,Courchevel,Giant Slalom,DNQ1,
40871,13-12-2015,Are,Slalom,14,20.23
40871,12-12-2015,Are,Giant Slalom,14,17.45
40871,29-11-2015,"Aspen, CO",Slalom,23,37.44
40871,28-11-2015,"Aspen, CO",Slalom,DNF1,
40871,27-11-2015,"Aspen, CO",Giant Slalom,4,7.52
40871,24-10-2015,Soelden,Giant Slalom,12,21.94
40871,22-03-2015,Meribel,Giant Slalom,12,24.88
40871,21-03-2015,Meribel,Slalom,20,17.83
40871,14-03-2015,Are,Slalom,23,28.09
40871,13-03-2015,Are,Giant Slalom,10,10.74
40871,22-02-2015,Maribor,Slalom,19,17.29
40871,21-02-2015,Maribor,Giant Slalom,16,16.89
40871,13-01-2015,Flachau,Slalom,DNQ1,
40871,04-01-2015,Zagreb,Slalom,DNF2,
40871,29-12-2014,Kuehtai in Tirol,Slalom,DNQ1,
40871,28-12-2014,Kuehtai in Tirol,Giant Slalom,16,10.82
40871,13-12-2014,Are,Slalom,14,11.95
40871,12-12-2014,Are,Giant Slalom,DNF1,
40871,30-11-2014,Aspen,Slalom,DNQ1,
40871,29-11-2014,Aspen,Giant Slalom,10,18.59
40871,15-11-2014,Levi,Slalom,12,14.38
40871,25-10-2014,Soelden,Giant Slalom,DNF2,
40871,16-03-2014,Lenzerheide,Giant Slalom,14,8.88
40871,08-03-2014,Are,Slalom,DNQ1,
40871,07-03-2014,Are,Giant Slalom,6,9.85
40871,06-03-2014,Are,Giant Slalom,10,7.72
40871,02-02-2014,Kranjska Gora,Slalom,DNF1,
40871,14-01-2014,Flachau,Slalom,DNQ1,
40871,05-01-2014,Bormio,Slalom,DNQ1,
40871,29-12-2013,Lienz,Slalom,DNQ1,
40871,28-12-2013,Lienz,Giant Slalom,13,19.49
40871,22-12-2013,Val d'Isere,Giant Slalom,DNF2,
40871,17-12-2013,Courchevel,Slalom,22,21.99
40871,15-12-2013,St. Moritz,Giant Slalom,13,18.48
40871,01-12-2013,Beaver Creek,Giant Slalom,DNF1,
40871,16-11-2013,Levi,Slalom,26,20.26
40871,26-10-2013,Soelden,Giant Slalom,DNQ1,
40871,27-01-2013,Maribor,Slalom,DNF1,
40871,26-01-2013,Maribor,Giant Slalom,DNF1,
40871,15-01-2013,Flachau,Slalom,DNF2,
40871,04-01-2013,Zagreb,Slalom,DNF1,
40871,29-12-2012,Semmering,Slalom,14,16.95
40871,28-12-2012,Semmering,Giant Slalom,29,32.57
40871,20-12-2012,Are,Slalom,DNF1,
40871,19-12-2012,Are,Giant Slalom,DNF2,
40871,16-12-2012,Courchevel,Giant Slalom,12,20.62
40871,09-12-2012,St. Moritz,Giant Slalom,20,28.32
40871,25-11-2012,"Aspen, CO",Slalom,18,29.59
40871,24-11-2012,"Aspen, CO",Giant Slalom,DNF1,
40871,10-11-2012,Levi,Slalom,DNQ1,
40871,18-03-2012,Schladming,Giant Slalom,DNF2,
40871,17-03-2012,Schladming,Slalom,DNF1,
40871,10-03-2012,Are,Slalom,13,5.05
40871,09-03-2012,Are,Giant Slalom,14,16.69
40871,04-03-2012,Ofterschwang,Slalom,19,8.00
40871,03-03-2012,Ofterschwang,Giant Slalom,16,12.15
40871,02-03-2012,Ofterschwang,Giant Slalom,DNF2,
40871,12-02-2012,Soldeu-Grandvalira,Giant Slalom,4,7.07
40871,11-02-2012,Soldeu-Grandvalira,Slalom,DNF2,
40871,22-01-2012,Kranjska Gora,Slalom,DNF1,
40871,21-01-2012,Kranjska Gora,Giant Slalom,DNF1,
40871,03-01-2012,Zagreb,Slalom,4,13.78
40871,29-12-2011,Lienz,Slalom,6,9.47
40871,28-12-2011,Lienz,Giant Slalom,25,14.32
40871,20-12-2011,Flachau,Slalom,10,12.52
40871,18-12-2011,Courchevel,Slalom,DNF1,
40871,27-11-2011,Aspen,Slalom,7,16.88
40871,26-11-2011,Aspen,Giant Slalom,19,14.98
40871,22-10-2011,Soelden,Giant Slalom,DNF2,
40871,18-03-2011,Lenzerheide,Slalom,DNS1,
40871,12-03-2011,Spindleruv Mlyn,Slalom,6,10.28
40871,11-03-2011,Spindleruv Mlyn,Giant Slalom,9,13.77
40871,06-02-2011,Arber-Zwiesel,Giant Slalom,DNF1,
40871,04-02-2011,Arber-Zwiesel,Slalom,4,12.76
40871,11-01-2011,Flachau,Slalom,DNF2,
40871,04-01-2011,Zagreb,Slalom,3,5.41
40871,29-12-2010,Semmering,Slalom,DNF1,
40871,28-12-2010,Semmering,Giant Slalom,12,14.16
40871,21-12-2010,Courchevel,Slalom,8,16.45
40871,12-12-2010,St. Moritz,Giant Slalom,15,13.65
40871,28-11-2010,Aspen,Slalom,DNF1,
40871,27-11-2010,Aspen,Giant Slalom,DNF2,
40871,13-11-2010,Levi,Slalom,DNF2,
40871,23-10-2010,Soelden,Giant Slalom,3,5.11
40871,13-03-2010,Garmisch Partenkirchen,Slalom,DNF2,
40871,11-03-2010,Garmisch Partenkirchen,Giant Slalom,11,10.50
40871,24-01-2010,Cortina d'Ampezzo,Giant Slalom,5,11.11
40871,17-01-2010,Maribor,Slalom,12,15.27
40871,16-01-2010,Maribor,Giant Slalom,10,8.79
40871,12-01-2010,Flachau,Slalom,10,14.47
40871,03-01-2010,Zagreb,Slalom,9,11.86
40871,29-12-2009,Lienz,Slalom,10,17.80
40871,28-12-2009,Lienz,Giant Slalom,2,0.32
40871,13-12-2009,Are,Slalom,DNF1,
40871,12-12-2009,Are,Giant Slalom,14,13.89
40871,29-11-2009,Aspen,Slalom,DNF1,
40871,28-11-2009,Aspen,Giant Slalom,7,15.21
40871,14-11-2009,Levi,Slalom,21,19.81
40871,24-10-2009,Soelden,Giant Slalom,DNF2,
40871,14-03-2009,Are,Giant Slalom,3,8.35
40871,13-03-2009,Are,Slalom,15,9.72
40871,07-03-2009,Ofterschwang,Slalom,DNQ1,
40871,06-03-2009,Ofterschwang,Giant Slalom,7,10.01
40871,30-01-2009,Garmisch Partenkirchen,Slalom,15,11.09
40871,25-01-2009,Cortina d'Ampezzo,Giant Slalom,DNF2,
40871,11-01-2009,Maribor,Slalom,20,26.84
40871,10-01-2009,Maribor,Giant Slalom,5,6.50
40871,04-01-2009,Zagreb,Slalom,9,9.28
40871,29-12-2008,Semmering,Slalom,DNF1,
40871,28-12-2008,Semmering,Giant Slalom,2,2.49
40871,14-12-2008,La Molina,Slalom,12,18.16
40871,13-12-2008,La Molina,Giant Slalom,2,0.13
40871,30-11-2008,Aspen,Slalom,9,14.26
40871,29-11-2008,Aspen,Giant Slalom,DNF1,
40871,15-11-2008,Levi,Slalom,13,12.84
40871,25-10-2008,Soelden,Giant Slalom,DNF1,
40871,15-03-2008,Bormio,Giant Slalom,2,0.42
40871,14-03-2008,Bormio,Slalom,22,18.93
40871,15-02-2008,Zagreb-Sljeme,Slalom,7,8.65
40871,27-01-2008,Ofterschwang,Slalom,DNF2,
40871,26-01-2008,Ofterschwang,Giant Slalom,5,1.73
40871,13-01-2008,Maribor,Slalom,DNF1,
40871,12-01-2008,Maribor,Giant Slalom,2,2.72
40871,06-01-2008,Spindleruv Mlyn,Slalom,19,23.80
40871,05-01-2008,Spindleruv Mlyn,Giant Slalom,9,9.51
40871,29-12-2007,Lienz,Slalom,19,18.20
40871,28-12-2007,Lienz,Giant Slalom,7,17.07
40871,09-12-2007,"Aspen, CO",Slalom,DNF1,
40871,25-11-2007,"Panorama, BC",Slalom,15,16.72
40871,24-11-2007,"Panorama, BC",Giant Slalom,3,2.76
40871,10-11-2007,Reiteralm,Slalom,14,8.61
40871,27-10-2007,Soelden,Giant Slalom,9,6.76
40871,18-03-2007,Lenzerheide,Giant Slalom,4,14.27
40871,17-03-2007,Lenzerheide,Slalom,DNF1,
40871,11-03-2007,Zwiesel,Slalom,DNQ1,
40871,10-03-2007,Zwiesel,Giant Slalom,14,15.42
40871,25-02-2007,Sierra Nevada,Slalom,16,18.96
40871,24-02-2007,Sierra Nevada,Giant Slalom,8,11.39
40871,21-01-2007,Cortina d'Ampezzo,Giant Slalom,10,13.23
40871,07-01-2007,Kranjska Gora,Slalom,13,19.21
40871,06-01-2007,Kranjska Gora,Giant Slalom,10,10.91
40871,04-01-2007,Zagreb-Sljeme,Slalom,10,14.66
40871,29-12-2006,Semmering,Slalom,17,23.84
40871,28-12-2006,Semmering,Giant Slalom,12,17.40
40871,21-12-2006,Val d'Isere,Slalom,17,15.92
40871,15-12-2006,Reiteralm,Super Combined,34,36.13
40871,03-12-2006,"Lake Louise, AB",Super G,40,42.29
40871,02-12-2006,"Lake Louise, AB",Downhill,56,95.01
40871,01-12-2006,"Lake Louise, AB",Downhill,58,86.23
40871,26-11-2006,"Aspen, CO",Slalom,14,21.76
40871,25-11-2006,"Aspen, CO",Giant Slalom,10,21.66
40871,11-11-2006,Levi,Slalom,24,24.31
40871,18-03-2006,Are,Giant Slalom,5,13.15
40871,11-03-2006,Levi,Slalom,24,27.13
40871,10-03-2006,Levi,Slalom,17,31.07
40871,05-03-2006,Hafjell/Kvitfjell,Giant Slalom,DNF2,
40871,04-03-2006,Hafjell/Kvitfjell,Super Combined,20,
40871,03-03-2006,Hafjell/Kvitfjell,Super G,46,29.10
40871,05-02-2006,Ofterschwang,Slalom,DNF1,
40871,04-02-2006,Ofterschwang,Giant Slalom,26,22.09
40871,03-02-2006,Ofterschwang,Giant Slalom,DNQ1,
40871,29-01-2006,Cortina d'Ampezzo,Giant Slalom,12,11.50
40871,08-01-2006,Maribor,Slalom,DNF2,
40871,05-01-2006,Zagreb-Sljeme,Slalom,18,22.34
40871,29-12-2005,Lienz,Slalom,DNF2,
40871,28-12-2005,Lienz,Giant Slalom,8,7.97
40871,22-12-2005,Spindleruv Mlyn,Slalom,24,24.79
40871,21-12-2005,Spindleruv Mlyn,Giant Slalom,20,8.99
40871,11-12-2005,"Aspen, CO",Slalom,21,17.25
40871,10-12-2005,"Aspen, CO",Giant Slalom,DNQ2,
40871,22-10-2005,Soelden,Giant Slalom,18,18.65
40871,13-03-2005,Lenzerheide,Giant Slalom,25,27.68
40871,12-03-2005,Lenzerheide,Slalom,DSQ1,
40871,20-02-2005,Are,Giant Slalom,29,18.91
40871,23-01-2005,Maribor,Slalom,25,18.77
40871,22-01-2005,Maribor,Giant Slalom,19,17.93
40871,20-01-2005,Zagreb-Sljeme,Slalom,14,11.71
40871,14-01-2005,Cortina d'Ampezzo,Super G,31,33.50
40871,12-01-2005,Cortina d'Ampezzo,Super G,38,30.29
40871,09-01-2005,Santa Caterina,Slalom,28,19.54
40871,08-01-2005,Santa Caterina,Giant Slalom,17,12.65
40871,29-12-2004,Semmering,Slalom,DNF2,
40871,28-12-2004,Semmering,Giant Slalom,8,16.12
40871,22-12-2004,St. Moritz,Giant Slalom,23,22.79
40871,12-12-2004,Altenmarkt-Zauchensee,Slalom,23,20.42
40871,28-11-2004,"Aspen, CO",Slalom,2,6.55
40871,27-11-2004,"Aspen, CO",Slalom,13,20.71
40871,26-11-2004,"Aspen, CO",Giant Slalom,DNF1,
40871,23-10-2004,Soelden,Giant Slalom,DNF1,
40871,14-03-2004,Sestriere,Giant Slalom,DNF1,
40871,29-02-2004,Levi,Slalom,19,21.15
40871,28-02-2004,Levi,Slalom,21,21.31
40871,22-02-2004,Are,Giant Slalom,25,18.96
40871,21-02-2004,Are,Super G,DNF1,
40871,08-02-2004,Zwiesel,Slalom,DNF1,
40871,07-02-2004,Zwiesel,Giant Slalom,22,23.09
40871,25-01-2004,Maribor,Slalom,DNF1,
40871,24-01-2004,Maribor,Giant Slalom,DNQ1,
40871,05-01-2004,Megeve,Slalom,DNQ1,
40871,04-01-2004,Megeve,Super G,39,35.98
40871,28-12-2003,Lienz,Slalom,DNF2,
40871,27-12-2003,Lienz,Giant Slalom,22,20.10
40871,20-12-2003,St. Moritz,Downhill,54,58.31
40871,17-12-2003,Madonna di Campiglio,Slalom,DNF1,
40871,16-12-2003,Madonna di Campiglio,Slalom,23,19.87
40871,13-12-2003,Alta Badia,Giant Slalom,12,12.00
40871,29-11-2003,"Park City, UT",Slalom,DNF2,
40871,28-11-2003,"Park City, UT",Giant Slalom,12,14.61
40871,25-10-2003,Soelden,Giant Slalom,16,20.84
40871,01-03-2003,Innsbruck,Downhill,DNF1,
40871,28-02-2003,Innsbruck,Super G,47,35.14
40871,26-01-2003,Maribor,Slalom,20,15.89
40871,25-01-2003,Maribor,Giant Slalom,31,48.70
40871,19-01-2003,Cortina d'Ampezzo,Giant Slalom,21,21.26
40871,17-01-2003,Cortina d'Ampezzo,Super G,33,31.71
40871,15-01-2003,Cortina d'Ampezzo,Super G,33,32.80
40871,05-01-2003,Bormio,Slalom,DNF1,
40871,04-01-2003,Bormio,Giant Slalom,12,17.57
40871,29-12-2002,Semmering,Slalom,9,19.87
40871,28-12-2002,Semmering,Giant Slalom,DNQ1,
40871,22-12-2002,Lenzerheide,Slalom,DNQ1,
40871,22-12-2002,Lenzerheide,Combined,11,
40871,21-12-2002,Lenzerheide,Downhill,48,65.59
40871,15-12-2002,Sestriere,KO Slalom,25,
40871,13-12-2002,Val d'Isere,Super G,36,37.63
40871,12-12-2002,Val d'Isere,Giant Slalom,DNF1,
40871,30-11-2002,"Aspen, CO",Slalom,DNQ1,
40871,29-11-2002,"Aspen, CO",Super G,30,31.58
40871,23-11-2002,"Park City, UT",Slalom,DNQ1,
40871,21-11-2002,"Park City, UT",Giant Slalom,DNQ1,
40871,26-10-2002,Soelden,Giant Slalom,DNQ1,
40871,20-01-2002,Berchtesgaden,Slalom,DNQ1,
40871,13-01-2002,Saalbach-Hinterglemm,Slalom,DNQ1,
40871,06-01-2002,Maribor,Slalom,DNF1,
40871,05-01-2002,Maribor,Slalom,DNF1,
40871,04-01-2002,Maribor,Giant Slalom,DNF1,
40871,29-12-2001,Lienz,Slalom,DNQ1,
40871,28-12-2001,Lienz,Giant Slalom,DNQ1,
40871,14-01-2001,Flachau,Slalom,DSQ1,
40871,20-12-2000,Sestriere,Slalom,DNQ2,
155859,06-03-2016,Jasna,Slalom,DNF1,
155859,15-02-2016,Crans Montana,Slalom,DNF1,
155859,15-01-2016,Flachau,Slalom,DNQ1,
155859,12-01-2016,Flachau,Slalom,25,34.52
155859,13-12-2015,Are,Slalom,DNQ1,
155859,29-11-2015,"Aspen, CO",Slalom,DNQ1,
155859,28-11-2015,"Aspen, CO",Slalom,DNF1,
155859,14-03-2015,Are,Slalom,DNQ1,
155859,13-01-2015,Flachau,Slalom,DNQ1,
155859,04-01-2015,Zagreb,Slalom,DNF1,
155859,29-12-2014,Kuehtai in Tirol,Slalom,DNQ1,
155859,13-12-2014,Are,Slalom,DNQ1,
155859,30-11-2014,Aspen,Slalom,DNF1,
155859,15-11-2014,Levi,Slalom,DNQ1,
155859,14-01-2014,Flachau,Slalom,DNQ1,
155859,16-11-2013,Levi,Slalom,DNQ1,
155859,25-11-2012,"Aspen, CO",Slalom,DNF1,
94823,21-02-2016,La Thuile,Super G,DNF1,
94823,19-02-2016,La Thuile,Downhill,DNF1,
94823,07-02-2016,Garmisch Partenkirchen,Super G,41,45.61
94823,06-02-2016,Garmisch Partenkirchen,Downhill,DNF1,
94823,24-01-2016,Cortina d'Ampezzo,Super G,DNF1,
94823,23-01-2016,Cortina d'Ampezzo,Downhill,32,43.04
94823,09-01-2016,Altenmarkt-Zauchensee,Downhill,DNF2,
94823,19-12-2015,Val d'Is̬re,Downhill,35,34.45
94823,06-12-2015,Lake Louise,Super G,40,55.50
94823,05-12-2015,Lake Louise,Downhill,31,46.75
