datum,kraj,disciplina,mesto,zaostanek
01-12-2005,"Beaver Creek, CO",Super G,2,0.54
27-11-2005,"Lake Louise, AB",Super G,11,10.98
26-11-2005,"Lake Louise, AB",Downhill,17,14.51
11-03-2005,Lenzerheide,Super G,6,2.09
10-03-2005,Lenzerheide,Downhill,9,16.95
06-03-2005,Kvitfjell,Super G,6,16.04
05-03-2005,Kvitfjell,Downhill,13,13.93
20-02-2005,Garmisch-Partenkirchen,Super G,11,7.79
19-02-2005,Garmisch-Partenkirchen,Downhill,13,17.68
18-02-2005,Garmisch-Partenkirchen,Downhill,9,19.95
24-01-2005,Kitzbuehel,Super G,34,32.50
15-01-2005,Wengen,Downhill,28,25.22
14-01-2005,Wengen,Combined,19,
08-01-2005,Chamonix,Downhill,18,13.77
29-12-2004,Bormio,Downhill,20,27.02
18-12-2004,Gardena/Groeden,Downhill,11,13.61
17-12-2004,Gardena/Groeden,Super G,DNF1,
11-12-2004,Val d'Isere,Downhill,13,12.58
03-12-2004,"Beaver Creek, CO",Downhill,35,34.80
02-12-2004,"Beaver Creek, CO",Super G,15,15.59
28-11-2004,"Lake Louise, AB",Super G,20,19.41
27-11-2004,"Lake Louise, AB",Downhill,14,29.55
14-12-2003,Alta Badia,Giant Slalom,DNQ1,
07-12-2003,"Vail/Beaver Creek, CO",Super G,17,19.18
06-12-2003,"Vail/Beaver Creek, CO",Downhill,39,49.26
05-12-2003,"Vail/Beaver Creek, CO",Downhill,30,34.57
30-11-2003,"Lake Louise, AB",Super G,6,13.68
29-11-2003,"Lake Louise, AB",Downhill,2,8.38
26-10-2003,Soelden,Giant Slalom,DNQ1,
23-02-2003,Garmisch-Partenkirchen,Super G,10,7.21
22-02-2003,Garmisch-Partenkirchen,Downhill,21,36.29
17-01-2003,Wengen,Downhill,DSQ1,
11-01-2003,Bormio,Downhill,20,26.03
29-12-2002,Bormio,Downhill,33,46.70
22-12-2002,Alta Badia,Giant Slalom,DNQ1,
21-12-2002,Gardena/Groeden,Downhill,25,19.33
20-12-2002,Gardena/Groeden,Super G,27,16.58
15-12-2002,Val d'Isere,Giant Slalom,DNQ1,
14-12-2002,Val d'Isere,Downhill,28,34.75
08-12-2002,"Beaver Creek, CO",Super G,35,32.82
07-12-2002,"Beaver Creek, CO",Downhill,51,47.17
01-12-2002,"Lake Louise, AB",Super G,DNF1,
30-11-2002,"Lake Louise, AB",Downhill,47,49.47
03-02-2002,St. Moritz,Giant Slalom,DNQ1,
02-02-2002,St. Moritz,Downhill,33,33.20
17-12-2000,Val d'Isere,Giant Slalom,DNF1,
10-12-2000,Val d'Isere,Giant Slalom,DNQ2,
