datum,kraj,disciplina,mesto
07-02-2016,Garmisch Partenkirchen,Super G,35
06-02-2016,Garmisch Partenkirchen,Downhill,28
23-01-2016,Cortina d'Ampezzo,Downhill,37
10-01-2016,Altenmarkt-Zauchensee,Super G,39
09-01-2016,Altenmarkt-Zauchensee,Downhill,DNQ1
05-12-2015,Lake Louise,Downhill,32
04-12-2015,Lake Louise,Downhill,41
