datum,kraj,disciplina,mesto,zaostanek
20-03-2016,St. Moritz,Giant Slalom,DNF1,
19-03-2016,St. Moritz,Slalom,1,0.00
07-03-2016,Jasna,Giant Slalom,14,11.97
06-03-2016,Jasna,Slalom,1,0.00
28-02-2016,Soldeu- El Tarter,Alpine combined,8,17.42
27-02-2016,Soldeu- El Tarter,Super G,29,43.52
15-02-2016,Crans Montana,Slalom,1,0.00
12-12-2015,Are,Giant Slalom,DNS1,
06-12-2015,Lake Louise,Super G,15,31.00
29-11-2015,"Aspen, CO",Slalom,1,0.00
28-11-2015,"Aspen, CO",Slalom,1,0.00
27-11-2015,"Aspen, CO",Giant Slalom,DNF2,
24-10-2015,Soelden,Giant Slalom,2,5.77
22-03-2015,Meribel,Giant Slalom,7,12.34
21-03-2015,Meribel,Slalom,1,0.00
14-03-2015,Are,Slalom,1,0.00
13-03-2015,Are,Giant Slalom,4,7.41
22-02-2015,Maribor,Slalom,1,0.00
21-02-2015,Maribor,Giant Slalom,5,3.66
13-01-2015,Flachau,Slalom,3,4.14
04-01-2015,Zagreb,Slalom,1,0.00
29-12-2014,Kuehtai in Tirol,Slalom,1,0.00
28-12-2014,Kuehtai in Tirol,Giant Slalom,3,1.28
13-12-2014,Are,Slalom,4,2.36
12-12-2014,Are,Giant Slalom,10,9.27
30-11-2014,Aspen,Slalom,5,7.41
29-11-2014,Aspen,Giant Slalom,6,13.30
15-11-2014,Levi,Slalom,11,12.94
25-10-2014,Soelden,Giant Slalom,1,0.00
16-03-2014,Lenzerheide,Giant Slalom,12,6.97
15-03-2014,Lenzerheide,Slalom,1,0.00
08-03-2014,Are,Slalom,1,0.00
07-03-2014,Are,Giant Slalom,24,23.11
06-03-2014,Are,Giant Slalom,15,13.13
02-02-2014,Kranjska Gora,Slalom,7,4.05
14-01-2014,Flachau,Slalom,1,0.00
05-01-2014,Bormio,Slalom,1,0.00
29-12-2013,Lienz,Slalom,2,2.20
28-12-2013,Lienz,Giant Slalom,3,3.31
22-12-2013,Val d'Isere,Giant Slalom,8,9.08
17-12-2013,Courchevel,Slalom,12,12.44
15-12-2013,St. Moritz,Giant Slalom,DNF1,
01-12-2013,Beaver Creek,Giant Slalom,2,0.58
16-11-2013,Levi,Slalom,1,0.00
26-10-2013,Soelden,Giant Slalom,6,9.93
17-03-2013,Lenzerheide,Giant Slalom,11,23.31
16-03-2013,Lenzerheide,Slalom,1,0.00
10-03-2013,Ofterschwang,Slalom,3,4.12
09-03-2013,Ofterschwang,Giant Slalom,DNF1,
29-01-2013,City Event Moscow,City Event,3,0.00
27-01-2013,Maribor,Slalom,8,12.77
26-01-2013,Maribor,Giant Slalom,13,11.27
15-01-2013,Flachau,Slalom,1,0.00
04-01-2013,Zagreb,Slalom,1,0.00
01-01-2013,City Event Munich,City Event,5,0.00
29-12-2012,Semmering,Slalom,DNF2,
28-12-2012,Semmering,Giant Slalom,8,17.92
20-12-2012,Are,Slalom,1,0.00
19-12-2012,Are,Giant Slalom,DNF2,
16-12-2012,Courchevel,Giant Slalom,9,18.02
09-12-2012,St. Moritz,Giant Slalom,DNF2,
25-11-2012,"Aspen, CO",Slalom,7,18.52
24-11-2012,"Aspen, CO",Giant Slalom,9,17.44
10-11-2012,Levi,Slalom,3,3.97
27-10-2012,Soelden,Giant Slalom,DNQ1,
17-03-2012,Schladming,Slalom,15,12.72
10-03-2012,Are,Slalom,9,2.17
09-03-2012,Are,Giant Slalom,DNQ1,
04-03-2012,Ofterschwang,Slalom,27,67.77
12-02-2012,Soldeu-Grandvalira,Giant Slalom,26,27.71
11-02-2012,Soldeu-Grandvalira,Slalom,10,11.10
22-01-2012,Kranjska Gora,Slalom,DNQ1,
03-01-2012,Zagreb,Slalom,DNF1,
29-12-2011,Lienz,Slalom,3,7.12
28-12-2011,Lienz,Giant Slalom,DNQ1,
20-12-2011,Flachau,Slalom,DNF1,
18-12-2011,Courchevel,Slalom,DNF1,
27-11-2011,Aspen,Slalom,8,19.47
26-11-2011,Aspen,Giant Slalom,DNQ1,
12-03-2011,Spindleruv Mlyn,Slalom,DNQ1,
11-03-2011,Spindleruv Mlyn,Giant Slalom,DNQ1,
