datum,kraj,disciplina,mesto,zaostanek
05-03-2016,Kranjska Gora,Giant Slalom,DNF1,
04-03-2016,Kranjska Gora,Giant Slalom,DNQ1,
28-02-2016,Hinterstoder,Giant Slalom,DNQ1,
27-02-2016,Hinterstoder,Super G,29,30.04
26-02-2016,Hinterstoder,Giant Slalom,DNF1,
20-12-2015,Alta Badia,Giant Slalom,DNQ1,
18-12-2015,Val Gardena / Groeden,Super G,35,28.07
25-10-2015,Soelden,Giant Slalom,DNQ1,
14-03-2015,Kranjska Gora,Giant Slalom,DNQ1,
08-03-2015,Kvitfjell,Super G,28,24.94
20-12-2014,Val Gardena / Groeden,Super G,56,43.14
02-03-2014,Kvitfjell,Super G,48,31.83
01-03-2014,Kvitfjell,Downhill,62,47.02
28-02-2014,Kvitfjell,Downhill,DNF1,
