datum,kraj,disciplina,mesto,zaostanek
18-12-2011,Alta Badia,Giant Slalom,26,25.40
08-12-2011,Beaver Creek,Slalom,21,10.79
06-12-2011,Beaver Creek,Giant Slalom,DSQ1,
04-12-2011,Beaver Creek,Giant Slalom,13,9.44
23-10-2011,Soelden,Giant Slalom,DNQ1,
06-03-2011,Kranjska Gora,Slalom,DNF1,
05-03-2011,Kranjska Gora,Giant Slalom,17,13.90
27-02-2011,Bansko,Slalom,DSQ1,
06-02-2011,Hinterstoder,Giant Slalom,14,4.91
25-01-2011,Schladming,Slalom,DNQ1,
23-01-2011,Kitzbuehel,Slalom,DNQ1,
09-01-2011,Adelboden,Slalom,DNQ1,
08-01-2011,Adelboden,Giant Slalom,DNF1,
06-01-2011,Zagreb,Slalom,25,10.82
19-12-2010,Alta Badia,Giant Slalom,11,13.85
12-12-2010,Val d'Isere,Slalom,DNQ1,
11-12-2010,Val d'Isere,Giant Slalom,DNQ1,
05-12-2010,Beaver Creek,Giant Slalom,DNQ1,
14-11-2010,Levi,Slalom,28,121.04
30-01-2010,Kranjska Gora,Giant Slalom,DNQ1,
29-01-2010,Kranjska Gora,Giant Slalom,DNF1,
26-01-2010,Schladming,Slalom,DNF1,
20-12-2009,Alta Badia,Giant Slalom,16,22.09
13-12-2009,Val d'Isere,Giant Slalom,25,37.58
06-12-2009,Beaver Creek,Giant Slalom,19,15.37
25-10-2009,Soelden,Giant Slalom,26,26.56
