datum,kraj,disciplina,mesto,zaostanek
13-03-2016,Lenzerheide,Alpine combined,19,45.01
12-03-2016,Lenzerheide,Super G,38,34.06
28-02-2016,Soldeu- El Tarter,Alpine combined,39,187.93
27-02-2016,Soldeu- El Tarter,Super G,50,65.18
21-02-2016,La Thuile,Super G,28,59.88
20-02-2016,La Thuile,Downhill,32,52.33
19-02-2016,La Thuile,Downhill,39,83.71
07-02-2016,Garmisch Partenkirchen,Super G,33,38.63
06-02-2016,Garmisch Partenkirchen,Downhill,29,54.19
24-01-2016,Cortina d'Ampezzo,Super G,34,53.41
23-01-2016,Cortina d'Ampezzo,Downhill,45,59.53
10-01-2016,Altenmarkt-Zauchensee,Super G,DNF1,
09-01-2016,Altenmarkt-Zauchensee,Downhill,DNQ1,
20-12-2015,Courchevel,Giant Slalom,DNF1,
19-12-2015,Val d'Is̬re,Downhill,40,40.07
18-12-2015,Val d'Is̬re,Alpine combined,18,26.44
06-12-2015,Lake Louise,Super G,29,44.13
05-12-2015,Lake Louise,Downhill,30,45.50
04-12-2015,Lake Louise,Downhill,28,35.07
24-01-2015,St.Moritz,Downhill,54,62.61
19-01-2015,Cortina d'Ampezzo,Super G,DNF1,
20-12-2014,Val d Isere,Downhill,45,48.22
15-12-2013,St. Moritz,Giant Slalom,DNF1,
14-12-2013,St. Moritz,Super G,46,45.46
