datum,kraj,disciplina,mesto,zaostanek
17-03-2016,St. Moritz,Super G,DNF1,
12-03-2016,Lenzerheide,Super G,3,5.07
27-02-2016,Soldeu- El Tarter,Super G,3,6.97
21-02-2016,La Thuile,Super G,11,23.34
20-02-2016,La Thuile,Downhill,36,54.25
19-02-2016,La Thuile,Downhill,14,36.10
07-02-2016,Garmisch Partenkirchen,Super G,21,28.84
06-02-2016,Garmisch Partenkirchen,Downhill,DNF1,
24-01-2016,Cortina d'Ampezzo,Super G,DNF1,
23-01-2016,Cortina d'Ampezzo,Downhill,33,43.17
10-01-2016,Altenmarkt-Zauchensee,Super G,13,28.65
09-01-2016,Altenmarkt-Zauchensee,Downhill,11,29.26
19-12-2015,Val d'Is̬re,Downhill,23,22.73
06-12-2015,Lake Louise,Super G,2,17.87
05-12-2015,Lake Louise,Downhill,16,25.24
04-12-2015,Lake Louise,Downhill,20,27.38
08-03-2015,Garmisch Partenkirchen,Super G,25,35.93
02-03-2015,Bansko,Super G,35,51.98
25-01-2015,St.Moritz,Super G,32,49.38
19-01-2015,Cortina d'Ampezzo,Super G,DNF1,
21-12-2014,Val d Isere,Super G,21,32.37
20-12-2014,Val d Isere,Downhill,42,41.88
07-12-2014,Lake Louise,Super G,37,39.78
02-03-2014,Crans Montana,Downhill,20,37.75
11-01-2014,Altenmarkt / Zauchensee,Downhill,38,41.06
07-12-2013,Lake Louise,Downhill,DNF1,
06-12-2013,Lake Louise,Downhill,34,34.71
24-02-2013,Meribel,Super Combined,25,44.04
23-02-2013,Meribel,Downhill,43,47.29
12-01-2013,St. Anton,Downhill,DNF1,
01-12-2012,Lake Louise,Downhill,35,40.65
30-11-2012,Lake Louise,Downhill,34,50.49
03-12-2011,Lake Louise,Downhill,40,57.57
02-12-2011,Lake Louise,Downhill,49,59.57
