datum,kraj,disciplina,mesto
20-03-2016,St. Moritz,Slalom,1
19-03-2016,St. Moritz,Giant Slalom,DNF2
06-03-2016,Kranjska Gora,Slalom,9
05-03-2016,Kranjska Gora,Giant Slalom,DNQ1
04-03-2016,Kranjska Gora,Giant Slalom,DNQ1
28-02-2016,Hinterstoder,Giant Slalom,17
26-02-2016,Hinterstoder,Giant Slalom,10
23-02-2016,Stockholm,City Event,2
14-02-2016,Yuzawa Naeba,Slalom,2
13-02-2016,Yuzawa Naeba,Giant Slalom,23
26-01-2016,Schladming,Slalom,DNF2
24-01-2016,Kitzbuehel,Slalom,15
17-01-2016,Wengen,Slalom,7
10-01-2016,Adelboden,Slalom,DNF1
06-01-2016,Santa Caterina Valfurva,Slalom,DNF1
22-12-2015,Madonna di Campiglio,Slalom,10
21-12-2015,Alta Badia,Parallel Giant Slalom,3
20-12-2015,Alta Badia,Giant Slalom,DNQ1
13-12-2015,Val d'Is̬re,Slalom,DNF1
12-12-2015,Val d'Is̬re,Giant Slalom,24
06-12-2015,Beaver Creek,Giant Slalom,4
25-10-2015,Soelden,Giant Slalom,20
22-03-2015,Meribel,Slalom,5
15-03-2015,Kranjska Gora,Slalom,16
14-03-2015,Kranjska Gora,Giant Slalom,23
01-03-2015,Garmisch Partenkirchen,Giant Slalom,DNF1
27-01-2015,Schladming,Slalom,15
25-01-2015,Kitzbuehel,Slalom,13
17-01-2015,Wengen,Slalom,DSQ2
11-01-2015,Adelboden,Slalom,8
10-01-2015,Adelboden,Giant Slalom,DNQ1
06-01-2015,Zagreb,Slalom,17
22-12-2014,Madonna di Campiglio,Slalom,10
21-12-2014,Alta Badia,Giant Slalom,15
14-12-2014,Are,Slalom,15
12-12-2014,Are,Giant Slalom,23
07-12-2014,Beaver Creek,Giant Slalom,DNQ1
16-11-2014,Levi,Slalom,9
26-10-2014,Soelden,Giant Slalom,20
02-02-2014,St. Moritz,Giant Slalom,18
28-01-2014,Schladming,Slalom,DNF2
24-01-2014,Kitzbuehel,Slalom,9
19-01-2014,Wengen,Slalom,6
12-01-2014,Adelboden,Slalom,2
11-01-2014,Adelboden,Giant Slalom,22
06-01-2014,Bormio,Slalom,9
22-12-2013,Alta Badia,Giant Slalom,24
15-12-2013,Val d'Isere,Slalom,6
14-12-2013,Val d'Isere,Giant Slalom,19
08-12-2013,Beaver Creek,Giant Slalom,22
17-11-2013,Levi,Slalom,DNQ1
27-10-2013,Soelden,Giant Slalom,23
17-03-2013,Lenzerheide,Slalom,4
16-03-2013,Lenzerheide,Giant Slalom,DNF1
10-03-2013,Kranjska Gora,Slalom,6
09-03-2013,Kranjska Gora,Giant Slalom,25
24-02-2013,Garmisch-Partenkirchen,Giant Slalom,11
29-01-2013,City Event Moscow,City Event,2
27-01-2013,Kitzbuehel,Slalom,8
20-01-2013,Wengen,Slalom,DNF1
13-01-2013,Adelboden,Slalom,DNF2
12-01-2013,Adelboden,Giant Slalom,22
06-01-2013,Zagreb,Slalom,2
01-01-2013,City Event Munich,City Event,4
18-12-2012,Madonna di Campiglio,Slalom,4
16-12-2012,Alta Badia,Giant Slalom,27
09-12-2012,Val d'Isere,Giant Slalom,DNF1
08-12-2012,Val d'Isere,Slalom,4
02-12-2012,Beaver Creek,Giant Slalom,DNF1
11-11-2012,Levi,Slalom,1
28-10-2012,Soelden,Giant Slalom,DNF2
18-03-2012,Schladming,Slalom,1
17-03-2012,Schladming,Giant Slalom,17
11-03-2012,Kranjska Gora,Slalom,1
10-03-2012,Kranjska Gora,Giant Slalom,20
26-02-2012,Crans Montana,Giant Slalom,28
21-02-2012,Moscow,City Event,3
19-02-2012,Bansko,Slalom,2
18-02-2012,Bansko,Giant Slalom,6
24-01-2012,Schladming,Slalom,9
22-01-2012,Kitzbuehel,Slalom,6
15-01-2012,Wengen,Slalom,2
08-01-2012,Adelboden,Slalom,DNF1
07-01-2012,Adelboden,Giant Slalom,DNF1
05-01-2012,Zagreb,Slalom,5
21-12-2011,Flachau,Slalom,2
19-12-2011,Alta Badia,Slalom,4
18-12-2011,Alta Badia,Giant Slalom,DNF1
08-12-2011,Beaver Creek,Slalom,6
06-12-2011,Beaver Creek,Giant Slalom,27
04-12-2011,Beaver Creek,Giant Slalom,28
23-10-2011,Soelden,Giant Slalom,15
19-03-2011,Lenzerheide,Slalom,6
06-03-2011,Kranjska Gora,Slalom,4
27-02-2011,Bansko,Slalom,DNF2
06-02-2011,Hinterstoder,Giant Slalom,DNF1
25-01-2011,Schladming,Slalom,2
23-01-2011,Kitzbuehel,Slalom,6
16-01-2011,Wengen,Slalom,22
09-01-2011,Adelboden,Slalom,16
06-01-2011,Zagreb,Slalom,1
19-12-2010,Alta Badia,Giant Slalom,DNF1
12-12-2010,Val d'Isere,Slalom,22
14-11-2010,Levi,Slalom,2
13-03-2010,Garmisch Partenkirchen,Slalom,3
31-01-2010,Kranjska Gora,Slalom,9
26-01-2010,Schladming,Slalom,DNF2
24-01-2010,Kitzbuehel,Slalom,DNF2
17-01-2010,Wengen,Slalom,2
10-01-2010,Adelboden,Slalom,DNF1
06-01-2010,Zagreb,Slalom,27
21-12-2009,Alta Badia,Slalom,DSQ1
20-12-2009,Alta Badia,Giant Slalom,DNS1
13-12-2009,Val d'Isere,Giant Slalom,DNF1
