datum,kraj,disciplina,mesto,zaostanek
10-01-2016,Adelboden,Slalom,DNF2,
06-01-2016,Santa Caterina Valfurva,Slalom,22,17.22
22-12-2015,Madonna di Campiglio,Slalom,DNF1,
13-12-2015,Val d'Is̬re,Slalom,DNF1,
22-03-2015,Meribel,Slalom,11,15.55
15-03-2015,Kranjska Gora,Slalom,4,7.25
27-01-2015,Schladming,Slalom,9,16.92
25-01-2015,Kitzbuehel,Slalom,10,10.41
17-01-2015,Wengen,Slalom,9,8.62
11-01-2015,Adelboden,Slalom,7,4.13
06-01-2015,Zagreb,Slalom,14,18.94
22-12-2014,Madonna di Campiglio,Slalom,20,17.47
14-12-2014,Are,Slalom,DNF2,
16-11-2014,Levi,Slalom,DNQ1,
16-03-2014,Lenzerheide,Slalom,5,10.78
09-03-2014,Kranjska Gora,Slalom,9,7.87
28-01-2014,Schladming,Slalom,8,9.93
24-01-2014,Kitzbuehel,Slalom,DNF1,
19-01-2014,Wengen,Slalom,11,7.77
12-01-2014,Adelboden,Slalom,7,7.40
06-01-2014,Bormio,Slalom,DSQ1,
22-12-2013,Alta Badia,Giant Slalom,DNQ1,
15-12-2013,Val d'Isere,Slalom,5,5.16
17-11-2013,Levi,Slalom,18,15.35
17-03-2013,Lenzerheide,Slalom,7,8.84
10-03-2013,Kranjska Gora,Slalom,7,7.44
27-01-2013,Kitzbuehel,Slalom,13,9.98
20-01-2013,Wengen,Slalom,9,6.23
13-01-2013,Adelboden,Slalom,DNQ1,
06-01-2013,Zagreb,Slalom,12,13.61
18-12-2012,Madonna di Campiglio,Slalom,11,19.84
08-12-2012,Val d'Isere,Slalom,DNQ1,
11-11-2012,Levi,Slalom,DNF2,
18-03-2012,Schladming,Slalom,DNF2,
11-03-2012,Kranjska Gora,Slalom,5,4.53
19-02-2012,Bansko,Slalom,13,10.61
24-01-2012,Schladming,Slalom,15,9.95
22-01-2012,Kitzbuehel,Slalom,DSQ1,
15-01-2012,Wengen,Slalom,18,13.39
08-01-2012,Adelboden,Slalom,DNF2,
05-01-2012,Zagreb,Slalom,18,17.67
21-12-2011,Flachau,Slalom,DNF1,
19-12-2011,Alta Badia,Slalom,18,12.18
08-12-2011,Beaver Creek,Slalom,24,11.90
19-03-2011,Lenzerheide,Slalom,7,4.77
06-03-2011,Kranjska Gora,Slalom,12,9.67
27-02-2011,Bansko,Slalom,DNQ1,
25-01-2011,Schladming,Slalom,DNF2,
23-01-2011,Kitzbuehel,Slalom,DNF2,
16-01-2011,Wengen,Slalom,13,9.97
09-01-2011,Adelboden,Slalom,7,10.01
08-01-2011,Adelboden,Giant Slalom,DNQ1,
06-01-2011,Zagreb,Slalom,DNF1,
19-12-2010,Alta Badia,Giant Slalom,28,26.50
12-12-2010,Val d'Isere,Slalom,20,21.79
11-12-2010,Val d'Isere,Giant Slalom,14,16.95
14-11-2010,Levi,Slalom,15,14.70
12-03-2010,Garmisch Partenkirchen,Giant Slalom,DNF1,
31-01-2010,Kranjska Gora,Slalom,20,15.15
30-01-2010,Kranjska Gora,Giant Slalom,28,29.08
29-01-2010,Kranjska Gora,Giant Slalom,20,19.27
26-01-2010,Schladming,Slalom,25,35.86
24-01-2010,Kitzbuehel,Slalom,DNQ1,
17-01-2010,Wengen,Slalom,16,12.14
15-01-2010,Wengen,Super Combined,DSQ2,
10-01-2010,Adelboden,Slalom,16,14.80
06-01-2010,Zagreb,Slalom,DNQ1,
21-12-2009,Alta Badia,Slalom,DNQ1,
20-12-2009,Alta Badia,Giant Slalom,26,42.15
13-12-2009,Val d'Isere,Giant Slalom,8,12.79
11-12-2009,Val d'Isere,Super Combined,6,16.80
06-12-2009,Beaver Creek,Giant Slalom,22,16.55
04-12-2009,Beaver Creek,Super Combined,15,19.22
15-11-2009,Levi,Slalom,17,10.82
25-10-2009,Soelden,Giant Slalom,DNQ1,
11-01-2009,Adelboden,Slalom,14,5.42
10-01-2009,Adelboden,Giant Slalom,18,10.50
06-01-2009,Zagreb,Slalom,DNQ1,
22-12-2008,Alta Badia,Slalom,8,10.22
21-12-2008,Alta Badia,Giant Slalom,DNQ1,
13-12-2008,Val d'Isere,Giant Slalom,7,3.95
12-12-2008,Val d'Isere,Super Combined,4,7.19
07-12-2008,Beaver Creek,Giant Slalom,17,13.81
16-11-2008,Levi,Slalom,13,9.93
26-10-2008,Soelden,Giant Slalom,23,18.34
15-03-2008,Bormio,Slalom,DNF1,
14-03-2008,Bormio,Giant Slalom,DNF1,
09-03-2008,Kranjska Gora,Slalom,DSQ2,
08-03-2008,Kranjska Gora,Giant Slalom,25,26.34
23-02-2008,"Whistler, BC",Giant Slalom,DNQ1,
17-02-2008,Zagreb-Sljeme,Slalom,DNQ2,
09-02-2008,Garmisch,Slalom,22,20.21
03-02-2008,Val d'Isere,Super Combined,DNF2,
27-01-2008,Chamonix,Super Combined,13,17.34
22-01-2008,Schladming,Slalom,7,9.19
20-01-2008,Kitzbuehel,Slalom,DNF2,
12-01-2008,Wengen,Slalom,DNF2,
11-01-2008,Wengen,Super Combined,6,4.48
06-01-2008,Adelboden,Slalom,18,12.04
05-01-2008,Adelboden,Giant Slalom,DNF1,
17-12-2007,La Villa - Alta Badia,Slalom,DNF2,
16-12-2007,La Villa - Alta Badia,Giant Slalom,7,6.76
09-12-2007,Bad Kleinkirchheim,Slalom,12,10.20
08-12-2007,Bad Kleinkirchheim,Giant Slalom,23,16.15
02-12-2007,"Beaver Creek, CO",Giant Slalom,27,12.14
29-11-2007,"Beaver Creek, CO",Super Combined,11,16.13
11-11-2007,Reiteralm,Slalom,6,4.51
28-10-2007,Soelden,Giant Slalom,24,17.36
18-03-2007,Lenzerheide,Slalom,17,25.19
04-03-2007,Kranjska Gora,Slalom,6,10.36
03-03-2007,Kranjska Gora,Giant Slalom,DNF1,
25-02-2007,Garmisch-Partenkirchen,Slalom,9,17.34
30-01-2007,Schladming,Slalom,12,16.18
28-01-2007,Kitzbuehel,Slalom,11,5.21
27-01-2007,Kitzbuehel,Slalom,DNQ1,
14-01-2007,Wengen,Super Combined,20,15.42
07-01-2007,Adelboden,Slalom,5,3.12
06-01-2007,Adelboden,Giant Slalom,24,21.02
21-12-2006,Hinterstoder,Giant Slalom,23,18.37
18-12-2006,Alta Badia,Slalom,1,0.00
17-12-2006,Alta Badia,Giant Slalom,DNQ1,
10-12-2006,Reiteralm,Super Combined,DNF2,
03-12-2006,"Beaver Creek, CO",Slalom,DNF1,
02-12-2006,"Beaver Creek, CO",Giant Slalom,21,13.57
30-11-2006,"Beaver Creek, CO",Super Combined,DSQ,
12-11-2006,Levi,Slalom,2,3.70
18-03-2006,Are,Slalom,1,0.00
11-03-2006,Shigakogen,Slalom,5,3.04
10-03-2006,Shigakogen,Slalom,18,9.75
05-03-2006,Yongpyong,Giant Slalom,DNF1,
04-03-2006,Yongpyong,Giant Slalom,DNQ1,
03-02-2006,Chamonix,Super Combined,12,
24-01-2006,Schladming,Slalom,DNF1,
22-01-2006,Kitzbuehel,Slalom,9,8.31
15-01-2006,Wengen,Slalom,11,12.67
13-01-2006,Wengen,Super Combined,DSQ,
08-01-2006,Adelboden,Slalom,6,8.11
07-01-2006,Adelboden,Giant Slalom,DNQ1,
22-12-2005,Kranjska Gora,Slalom,17,13.94
21-12-2005,Kranjska Gora,Giant Slalom,DNF1,
18-12-2005,Alta Badia,Giant Slalom,DNQ1,
12-12-2005,Madonna di Campiglio,Slalom,10,11.12
